"DOTA_Tooltip_modifier_star_indicator" 		"星级"
"DOTA_Tooltip_ability_enigma_3_Description"				"吞噬者释放黑洞，对卷入的敌人造成毁灭性打击,对BOSS和宝箱造成基于自身攻击力的伤害"
"DOTA_Tooltip_ability_enigma_3_damage_percent"			"%每秒最大生命值伤害："
"DOTA_Tooltip_ability_enigma_3_damage_factor"			"%对BOSS伤害：魔法攻击力*"
"DOTA_Tooltip_ability_enigma_3_pull_radius"				"作用范围："
"DOTA_Tooltip_ability_enigma_3_duration"				"持续时间："
"DOTA_Tooltip_modifier_enigma_3_pull"					"黑洞"
"DOTA_Tooltip_modifier_enigma_3_pull_Description"		"被黑洞吸入，持续损失生命值"

// 利爪
"DOTA_Tooltip_ability_lycan_1"							"嗜血激励"
"DOTA_Tooltip_ability_lycan_1_Description"				"利爪每%attack_count%次攻击，会对敌人造成撕裂伤害，同时所有友方获得激励效果。\n<h1>激励</h1>获得生命值和物理攻击提升。"
"DOTA_Tooltip_ability_lycan_1_physical2physical"		"%撕裂基础伤害：物理攻击*"
"DOTA_Tooltip_ability_lycan_1_tear_damage"				"%撕裂额外伤害：最大生命值*"
"DOTA_Tooltip_ability_lycan_1_max_stack"				"激励最大层数："
"DOTA_Tooltip_ability_lycan_1_bonus_health"				"%激励生命值提升："
"DOTA_Tooltip_ability_lycan_1_bonus_attack"				"%激励物理攻击提升："
"DOTA_Tooltip_ability_lycan_1_Lore"						"- 激励的提升效果根据各友方自身的数值进行计算"
"DOTA_Tooltip_modifier_lycan_1_buff"					"嗜血激励"
"DOTA_Tooltip_modifier_lycan_1_buff_Description"		"生命值和物理攻击提升"
"DOTA_Tooltip_modifier_lycan_1_debuff"					"嗜血激励"
"DOTA_Tooltip_modifier_lycan_1_debuff_Description"		"造成撕裂伤害"
"DOTA_Tooltip_ability_lycan_2"							"野狼"
"DOTA_Tooltip_ability_lycan_2_Description"				"利爪召唤野狼，野狼攻击造成流血伤害。当野狼或者利爪死亡时，触发激怒效果。\n<h1>激怒</h1>存活的利爪和野狼获得暴击能力和攻速提升。"
"DOTA_Tooltip_ability_lycan_2_wolf_count"				"野狼数量："
"DOTA_Tooltip_ability_lycan_2_health_pct"				"%野狼生命值：最大生命值*"
"DOTA_Tooltip_ability_lycan_2_attack_pct"				"%野狼攻击：物理攻击*"
"DOTA_Tooltip_ability_lycan_2_tear_duration"			"流血持续时间："
"DOTA_Tooltip_ability_lycan_2_physical2physical"		"%流血每秒伤害：物理攻击*"
"DOTA_Tooltip_ability_lycan_2_incentive_duration"		"激怒持续时间："
"DOTA_Tooltip_ability_lycan_2_crit_chance"				"%激怒暴击概率："
"DOTA_Tooltip_ability_lycan_2_crit_mult"				"%激怒暴击伤害："
"DOTA_Tooltip_ability_lycan_2_attackspeed_pct"			"%激怒攻速提升："
"DOTA_Tooltip_modifier_lycan_2_wolf"					"野狼"
"DOTA_Tooltip_modifier_lycan_2_wolf_Description"		"利爪的忠实下属，持续存在一段时间"
"DOTA_Tooltip_modifier_lycan_2_tear"					"野狼"
"DOTA_Tooltip_modifier_lycan_2_tear_Description"		"该单位已流血，持续损失生命值"
"DOTA_Tooltip_modifier_lycan_2_incentive"				"野狼"
"DOTA_Tooltip_modifier_lycan_2_incentive_Description"	"获得暴击能力和攻速提升"
"DOTA_Tooltip_ability_lycan_3"							"狼形态"
"DOTA_Tooltip_ability_lycan_3_Description"				"利爪化身狼形态，可以远距离扑向敌人。利爪和野狼获得大量属性和能力的提升。"
"DOTA_Tooltip_ability_lycan_3_crit_chance"				"%暴击概率："
"DOTA_Tooltip_ability_lycan_3_crit_mult"				"%暴击伤害："
"DOTA_Tooltip_ability_lycan_3_movespeed"				"移动速度："
"DOTA_Tooltip_ability_lycan_3_bonus_health"				"生命值提升："
"DOTA_Tooltip_ability_lycan_3_attackspeed"				"攻击速度提升："
"DOTA_Tooltip_modifier_lycan_3_form"					"狼形态"
"DOTA_Tooltip_modifier_lycan_3_form_Description"		"生命值提升%dMODIFIER_PROPERTY_TOOLTIP%点，攻速提升%dMODIFIER_PROPERTY_TOOLTIP%，每次攻击必定造成%dMODIFIER_PROPERTY_TOOLTIP%%%伤害"
"DOTA_Tooltip_modifier_lycan_3_culling"					"狼形态"
"DOTA_Tooltip_modifier_lycan_3_culling_Description"		"利爪远距离扑向他的敌人"

// 翠茂之灵
"DOTA_Tooltip_ability_druid_1"							"熊灵"
"DOTA_Tooltip_ability_druid_1_Description"				"在目标位置召唤一只熊灵伙伴并获得灵力，如果熊灵已经在场上则将其传送至目标位置。熊灵会对传送的起始与目标位置造成伤害与晕眩。熊灵拥有灵力奥爆技能。"
"DOTA_Tooltip_ability_druid_1_radius"					"传送影响范围："
"DOTA_Tooltip_ability_druid_1_magical2magical"			"%传送魔法攻击伤害系数："
"DOTA_Tooltip_ability_druid_1_health_pct"				"%熊灵继承生命值："
"DOTA_Tooltip_ability_druid_1_attack_pct"				"%熊灵继承魔法攻击："
"DOTA_Tooltip_modifier_druid_1_boom"					"灵力奥爆"
"DOTA_Tooltip_modifier_druid_1_boom_Description"		"Boom!!!"
"DOTA_Tooltip_modifier_druid_1_bear"					"熊灵"
"DOTA_Tooltip_modifier_druid_1_bear_Description"		"与生俱来的熊灵伙伴"
"DOTA_Tooltip_ability_druid_2"							"生命羁绊"
"DOTA_Tooltip_ability_druid_2_Description"				"翠茂之灵与熊灵拥有生命羁绊，受到伤害时会为其分担一半的伤害。同时翠茂之灵获得灵力获取能力，且翠茂之灵死亡时不会损失灵力。"
"DOTA_Tooltip_ability_druid_2_radius"					"传送影响范围："
"DOTA_Tooltip_ability_druid_2_bonus_mana"				"每点灵力增加魔法："
"DOTA_Tooltip_ability_druid_2_bonus_attack"				"每点灵力增加魔法攻击："
"DOTA_Tooltip_modifier_druid_2"							"灵力"
"DOTA_Tooltip_modifier_druid_2_Description"				"每点提供额外魔法值和魔法攻击，并与熊灵伙伴分摊伤害"
"DOTA_Tooltip_ability_druid_3"							"灵能回收"
"DOTA_Tooltip_ability_druid_3_Description"				"熊灵获得新的灵能回收技能。使得翠茂之灵死亡时会复活一次，但是会立即牺牲熊灵。该效果每回合只能触发一次。"
"DOTA_Tooltip_ability_druid_4"							"灵力奥爆"
"DOTA_Tooltip_ability_druid_4_Description"				"熊灵每次传送后会获得1点灵力。当熊灵的魔法值回满后，会释放所有魔法值发动奥爆，每%boom_per_mana%魔法值造成一次奥爆。熊灵死亡时会损失所有的灵力。"
"DOTA_Tooltip_ability_druid_4_bonus_attack"				"每点灵力增加魔法攻击："
"DOTA_Tooltip_ability_druid_4_bonus_mana"				"每点灵力增加魔法："
"DOTA_Tooltip_ability_druid_4_bonus_mana_regen"			"每点灵力增加魔法回复："
"DOTA_Tooltip_ability_druid_4_boom_interval"			"奥爆间隔："
"DOTA_Tooltip_ability_druid_4_boom_radius"				"奥爆范围："
"DOTA_Tooltip_ability_druid_4_magical2magical"			"%奥爆魔法攻击系数："
"DOTA_Tooltip_modifier_druid_4"							"灵力"
"DOTA_Tooltip_modifier_druid_4_Description"				"每点提供额外魔法值和魔法攻击"
"DOTA_Tooltip_ability_druid_5"							"灵能回收"
"DOTA_Tooltip_ability_druid_5_Description"				"熊灵死亡后，只会释放一半的灵力，并且给所有友军增加魔法攻击与魔法上限，该效果持续一回合。"
"DOTA_Tooltip_ability_druid_5_bonus_attack"				"每点灵力增加魔法攻击："
"DOTA_Tooltip_ability_druid_5_bonus_mana"				"每点灵力增加魔法："
"DOTA_Tooltip_modifier_druid_5_buff_Description"				"获得%dMODIFIER_PROPERTY_TOOLTIP%额外魔法攻击和%dMODIFIER_PROPERTY_TOOLTIP%额外魔法值"
"DOTA_Tooltip_modifier_druid_5_buff"							"灵能回收"

// 熔岩主宰
"DOTA_Tooltip_ability_axe_1"							"反击螺旋"
"DOTA_Tooltip_ability_axe_1_Description"				"受到伤害或者普通攻击时有一定概率立即做出反击，对周围的敌人造成伤害。每次反击提升熔岩主宰的双防。"
"DOTA_Tooltip_ability_axe_1_chance"						"%反击概率："
"DOTA_Tooltip_ability_axe_1_armor_factor"				"%反击伤害：物理防御*"
"DOTA_Tooltip_ability_axe_1_armor_bonus"				"双防提升："
"DOTA_Tooltip_ability_axe_1_max_armor_bonus"			"双防提升上限："
"DOTA_Tooltip_ability_axe_1_radius"						"作用范围："
"DOTA_Tooltip_ability_axe_1_attack_chance"				"%普通攻击概率："
"DOTA_Tooltip_ability_axe_2"							"钢铁重拳"
"DOTA_Tooltip_ability_axe_2_Description"				"给敌人当头一拳，造成伤害并眩晕。重拳同时会震退周围的敌人，伤害会平摊给附近所有敌人。"
"DOTA_Tooltip_ability_axe_2_attack_factor"				"%重拳基础伤害：物理攻击*"
"DOTA_Tooltip_ability_axe_2_armor_factor"				"%重拳额外伤害：物理防御*"
"DOTA_Tooltip_ability_axe_2_radius"						"作用范围："
"DOTA_Tooltip_ability_axe_2_AbilityDuration"			"眩晕时间："
"DOTA_Tooltip_ability_axe_3"							"浴火之钢"
"DOTA_Tooltip_ability_axe_3_Description"				"每次反击螺旋提供1层双防提升效果，达到%max_stack%层后消耗所有层数，获得浴火效果。\n<h1>浴火</h1>嘲讽周围敌人，并使友方获得5层双防提升效果。"
"DOTA_Tooltip_ability_axe_3_armor_per_stack"			"每层双防提高："
"DOTA_Tooltip_ability_axe_3_radius"						"影响范围："
"DOTA_Tooltip_ability_axe_3_abilityduration"			"浴火持续时间："
"DOTA_Tooltip_modifier_axe_3"							"浴火之钢"
"DOTA_Tooltip_modifier_axe_3_Description"				"物理护甲提升%dMODIFIER_PROPERTY_TOOLTIP%点"
"DOTA_Tooltip_modifier_axe_3_buff"						"浴火之钢"
"DOTA_Tooltip_modifier_axe_3_buff_Description"			"物理护甲提升%dMODIFIER_PROPERTY_TOOLTIP%点"

// 邪影仙灵
"DOTA_Tooltip_ability_dark_willow_1"					"暗影精灵"
"DOTA_Tooltip_ability_dark_willow_1_Description"		"诅咒数名敌人，敌人受到的伤害将在诅咒结束后通过精灵释放，造成范围伤害。<br>不会记录其余暗影精灵的伤害，并且无法受到伤害加深"
"DOTA_Tooltip_ability_dark_willow_1_curse_count"		"最大诅咒数量："
"DOTA_Tooltip_ability_dark_willow_1_curse_duration"		"诅咒持续时间："
"DOTA_Tooltip_ability_dark_willow_1_magical2magical"	"%诅咒基础伤害：魔法攻击*"
"DOTA_Tooltip_ability_dark_willow_1_energy_translate"	"诅咒额外伤害：敌人承受伤害*"
"DOTA_Tooltip_ability_dark_willow_1_radius"				"作用范围："
"DOTA_Tooltip_modifier_dark_willow_1_buff"				"暗影精灵"
"DOTA_Tooltip_modifier_dark_willow_1_buff_Description"	"敌人受到的伤害转化为精灵能量"
"DOTA_Tooltip_modifier_dark_willow_1_debuff"			"暗影精灵"
"DOTA_Tooltip_modifier_dark_willow_1_debuff_Description" "处于暗影精灵诅咒下"
"DOTA_Tooltip_ability_dark_willow_2"					"暗影之境"
"DOTA_Tooltip_ability_dark_willow_2_Description"		"精灵返回时遁入暗影之境，无法被攻击。同时短暂提升攻击距离，攻速和普攻额外伤害。"
"DOTA_Tooltip_ability_dark_willow_2_attackrange"		"攻击距离提升："
"DOTA_Tooltip_ability_dark_willow_2_attackspeed"		"攻击速度提升："
"DOTA_Tooltip_ability_dark_willow_2_bonus_damage"		"%普攻额外伤害：魔法攻击*"
"DOTA_Tooltip_ability_dark_willow_2_abilityduration"	"持续时间："
"DOTA_Tooltip_modifier_dark_willow_2_buff"				"暗影之境"
"DOTA_Tooltip_modifier_dark_willow_2_buff_Description"	"无法被攻击，并获得攻击能力提升"
"DOTA_Tooltip_ability_dark_willow_3"					"幸运金币"
"DOTA_Tooltip_ability_dark_willow_3_Description"		"投掷一枚幸运金币，正面时下次攻击使敌人变成金身，反面使敌人变成木头。\n<h1>金身</h1>接下来数次攻击使敌人掉落金币。\n<h1>木头</h1>接下来数次攻击使敌人受到额外伤害。"
"DOTA_Tooltip_ability_dark_willow_3_damage_count"		"攻击次数："
"DOTA_Tooltip_ability_dark_willow_3_gold"				"金身掉落金币："
"DOTA_Tooltip_ability_dark_willow_3_damage_deepen"		"%木头额外伤害："
"DOTA_Tooltip_modifier_dark_willow_3_buff"						"幸运金币"
"DOTA_Tooltip_modifier_dark_willow_3_buff_Description"			"投掷幸运金币"
"DOTA_Tooltip_modifier_dark_willow_3_debuff_coin"						"幸运金币"
"DOTA_Tooltip_modifier_dark_willow_3_debuff_coin_Description"			"金身状态，受到攻击掉落金币"
"DOTA_Tooltip_modifier_dark_willow_3_debuff_damage"						"幸运金币"
"DOTA_Tooltip_modifier_dark_willow_3_debuff_damage_Description"			"木头状态，受到伤害增加"

// 力丸
"DOTA_Tooltip_ability_riki_1"							"背刺"
"DOTA_Tooltip_ability_riki_1_Description"				"每%attack_count%次攻击后，下次攻击造成额外伤害。绝杀刺客在敌人背后时必定暴击，并获得1个连击点。\n<h1>连击点</h1>拥有连击点时，获得暴击伤害提升。"
"DOTA_Tooltip_ability_riki_1_crit_mult"					"%基础暴击伤害："
"DOTA_Tooltip_ability_riki_1_crit_mult_per_stack"		"%额外暴击伤害：连击点*"
"DOTA_Tooltip_modifier_riki_1"		                    "攻击计数"
"DOTA_Tooltip_modifier_riki_1_buff"		                "连击点数"
"DOTA_Tooltip_modifier_riki_1_buff_Description"		    "获得%dMODIFIER_PROPERTY_TOOLTIP%%%额外暴击伤害"
"DOTA_Tooltip_ability_riki_2"							"绝杀秘技"
"DOTA_Tooltip_ability_riki_2_Description"				"绝杀刺客消耗所有连击点，在烟雾中隐去自身，从背后攻击数次烟雾内的敌人。"
"DOTA_Tooltip_ability_riki_2_attack_count"				"攻击次数："
"DOTA_Tooltip_ability_riki_2_radius"					"作用范围："
"DOTA_Tooltip_ability_riki_2_abilityduration"			"持续时间："
"DOTA_Tooltip_ability_riki_3"							"静脉切割"
"DOTA_Tooltip_ability_riki_3_Description"				"背刺攻击会为敌人叠加流血效果，造成持续伤害。<br>该伤害最大等于力丸物理攻击力的一定比例"
"DOTA_Tooltip_ability_riki_3_max_stack"					"最大叠加层数："
"DOTA_Tooltip_ability_riki_3_damage_pct"				"%流血伤害：敌人当前生命值*"
"DOTA_Tooltip_ability_riki_3_abilityduration"			"持续时间："
"DOTA_Tooltip_ability_riki_3_max_bleed_damage"			"%伤害阈值：物理攻击*"
"DOTA_Tooltip_modifier_riki_3_debuff"					"静脉切割"
"DOTA_Tooltip_modifier_riki_3_debuff_Description"		"叠加%dMODIFIER_PROPERTY_TOOLTIP%层流血"

// 冰霜巫祝
"DOTA_Tooltip_ability_lich_1"							"霜寒领域"
"DOTA_Tooltip_ability_lich_1_Description"				"对目标释放冰风暴，提升其物理和魔法护甲，并根据其魔法护甲对周围敌人造成多次伤害和减速。"
"DOTA_Tooltip_ability_lich_1_armor_bonus"				"双防提高："
"DOTA_Tooltip_ability_lich_1_movespeed_reduce"			"%移速降低："
"DOTA_Tooltip_ability_lich_1_attackspeed_reduce"		"%攻速降低："
"DOTA_Tooltip_ability_lich_1_abilityduration"			"持续时间："
"DOTA_Tooltip_ability_lich_1_interval"					"伤害间隔："
"DOTA_Tooltip_ability_lich_1_damage_mgc_armor_pct"		"%伤害：魔法护甲*"
"DOTA_Tooltip_modifier_lich_1_buff"					    "霜寒领域"
"DOTA_Tooltip_modifier_lich_1_buff_Description"			"物理和魔法护甲提升%dMODIFIER_PROPERTY_TOOLTIP%点"
"DOTA_Tooltip_modifier_lich_1_debuff"					"霜寒领域"
"DOTA_Tooltip_modifier_lich_1_debuff_Description"		"受到霜寒领域作用，攻速和移速降低%dMODIFIER_PROPERTY_TOOLTIP%%%"
"DOTA_Tooltip_ability_lich_2"							"霜寒之触"
"DOTA_Tooltip_ability_lich_2_Description"				"巫祝每次释放技能，都会给友方单位施加霜寒之触，使得接下来的几次攻击附带基于魔法护甲的范围伤害，并且有概率冻结中心目标。如果目标被冻结，则受到该技能的伤害提升。"
"DOTA_Tooltip_ability_lich_2_attack_count"				"攻击次数："
"DOTA_Tooltip_ability_lich_2_armor_factor"				"%额外伤害1：魔法护甲*"
"DOTA_Tooltip_ability_lich_2_magical_attack_bonus"		"%额外伤害2：巫祝魔法攻击*"
"DOTA_Tooltip_ability_lich_2_radius"					"伤害范围："
"DOTA_Tooltip_ability_lich_2_chance"					"%冻结概率："
"DOTA_Tooltip_ability_lich_2_bonus_pct"					"%对冻结目标伤害倍率："
"DOTA_Tooltip_ability_lich_2_abilityduration"			"冻结持续时间："
"DOTA_Tooltip_modifier_lich_2_buff"					    "霜寒之触"
"DOTA_Tooltip_modifier_lich_2_buff_Description"			"攻击附带范围魔法伤害，并且有%dMODIFIER_PROPERTY_TOOLTIP%%%概率冻结攻击目标"
"DOTA_Tooltip_ability_lich_3"							"冰冷之心"
"DOTA_Tooltip_ability_lich_3_Description"				"霜寒领域或者霜寒之触影响的单位在释放技能之后有概率立即回复魔法值。"
"DOTA_Tooltip_ability_lich_3_chance"					"%回复概率："
"DOTA_Tooltip_ability_lich_3_regen_pct"					"%回复百分比："
"DOTA_Tooltip_ability_lich_3_buff"					"冰冷之心："
"DOTA_Tooltip_ability_lich_3_buff_Description"					"释放技能有概率恢复魔法值"

// 灾厄领主
"DOTA_Tooltip_ability_abyssal_underlord_1"							"瘟疫降临"
"DOTA_Tooltip_ability_abyssal_underlord_1_Description"				"降下瘟疫之雨对敌人造成伤害，并叠加瘟疫效果，瘟疫有概率在敌人之间相互传染。\n<h1>瘟疫</h1>造成持续伤害，敌人在瘟疫中死亡后会化作骨甲，提升灾厄领主的物理防御。"
"DOTA_Tooltip_ability_abyssal_underlord_1_damage"					"%瘟疫雨伤害：物理攻击*"
"DOTA_Tooltip_ability_abyssal_underlord_1_infected_time"			"传染间隔："
"DOTA_Tooltip_ability_abyssal_underlord_1_infected_chance"			"%传染概率："
"DOTA_Tooltip_ability_abyssal_underlord_1_infected_damage"			"%瘟疫每秒伤害：物理攻击*瘟疫层数*"
"DOTA_Tooltip_ability_abyssal_underlord_1_armor_increase"	        "物理防御提升："
"DOTA_Tooltip_ability_abyssal_underlord_2"							"怨念深渊"
"DOTA_Tooltip_ability_abyssal_underlord_2_Description"				"生成一片怨念深渊。瘟疫在深渊中传播间隔降低，友方单位获得物理攻击提升，深渊内每多一个单位都会增加物理攻击提升效果。"
"DOTA_Tooltip_ability_abyssal_underlord_2_bonus_attack_damage_per_unit""%物理攻击提升：单位数量*"
"DOTA_Tooltip_ability_abyssal_underlord_2_bonus_attack_damage_max""%最大物理攻击提升："
"DOTA_Tooltip_ability_abyssal_underlord_2_range"					"深渊范围："
"DOTA_Tooltip_ability_abyssal_underlord_2_infected_time_reduce"		"传染间隔降低："
"DOTA_Tooltip_ability_abyssal_underlord_3"							"末日传送门"
"DOTA_Tooltip_ability_abyssal_underlord_3_Description"				"战斗开始时，在起始位置建立一个传送门，每隔一段时间会从异界召唤一名强大的士兵。"
"DOTA_Tooltip_ability_abyssal_underlord_3_summon_interval"			"召唤间隔："
"DOTA_Tooltip_ability_abyssal_underlord_3_Lore"						"- 士兵的强度由该技能等级决定。"
"DOTA_Tooltip_modifier_abyssal_underlord_1"					        "瘟疫降临"
"DOTA_Tooltip_modifier_abyssal_underlord_1_description"		        "物理防御提升%dMODIFIER_PROPERTY_TOOLTIP%"
"DOTA_Tooltip_modifier_abyssal_underlord_1_debuff"					"被感染"
"DOTA_Tooltip_modifier_abyssal_underlord_1_debuff_description"		"该单位每秒受到层数相关的魔法伤害"
"DOTA_Tooltip_modifier_abyssal_underlord_2_buff"					"怨念地狱"
"DOTA_Tooltip_modifier_abyssal_underlord_2_buff_description"		"物理攻击提升%dMODIFIER_PROPERTY_TOOLTIP%%%"
"DOTA_Tooltip_modifier_enigma_3_devil"								"末日传送门"
"DOTA_Tooltip_modifier_enigma_3_devil_Description"					"异界士兵会持续存在一段时间"

// 战争艺术家
"DOTA_Tooltip_ability_legion_commander_1"							"冲锋陷阵"
"DOTA_Tooltip_ability_legion_commander_1_Description"				"战争艺术家对敌人嘲讽并造成伤害，根据敌人数量提升自身攻速并造成额外伤害。每攻击一次，战争艺术家的攻击力永久提升"
"DOTA_Tooltip_ability_legion_commander_1_atk_bonus"					"每层攻击提升："
"DOTA_Tooltip_ability_legion_commander_1_radius"					"作用范围："
"DOTA_Tooltip_ability_legion_commander_1_abilityduration"			"嘲讽持续时间："
"DOTA_Tooltip_ability_legion_commander_1_physical2physical"			"%基础伤害：物理攻击*"
"DOTA_Tooltip_ability_legion_commander_1_damage_per_unit_pct"		"%每个敌人伤害提升：物理攻击*"
"DOTA_Tooltip_ability_legion_commander_1_attackspeed_per_unit"		"每个敌人攻速提升："
"DOTA_Tooltip_modifier_legion_commander_1"							"冲锋陷阵"
"DOTA_Tooltip_modifier_legion_commander_1_Description"				"永久增加%dMODIFIER_PROPERTY_TOOLTIP%点攻击力"
"DOTA_Tooltip_modifier_legion_commander_1_buff_1"					"冲锋陷阵"
"DOTA_Tooltip_modifier_legion_commander_1_buff_1_Description"		"死亡后为战争艺术家提供永久攻击力"
"DOTA_Tooltip_modifier_legion_commander_1_buff"						"冲锋陷阵"
"DOTA_Tooltip_modifier_legion_commander_1_buff_Description"			"攻击速度提升%dMODIFIER_PROPERTY_TOOLTIP%"
"DOTA_Tooltip_ability_legion_commander_2"							"战争艺术"
"DOTA_Tooltip_ability_legion_commander_2_Description"				"战争艺术家发动强攻指令，增加所有近战英雄的攻击速度与生命恢复。并且处于强攻指令下的英雄每击杀一个单位，会永久提升强攻指令提供的生命上限与物理攻击力加成。"
"DOTA_Tooltip_ability_legion_commander_2_Lore"						"你被强化了，快去送。"
"DOTA_Tooltip_ability_legion_commander_2_bonus_attack"				"物理攻击提升："
"DOTA_Tooltip_ability_legion_commander_2_bonus_health"				"最大生命值提升："
"DOTA_Tooltip_ability_legion_commander_2_bonus_attackspeed"			"额外攻速："
"DOTA_Tooltip_ability_legion_commander_2_bonus_health_regen"		"额外生命恢复："
"DOTA_Tooltip_ability_legion_commander_2_AbilityDuration"		    "持续时间："
"DOTA_Tooltip_modifier_legion_commander_2"							"战争艺术"
"DOTA_Tooltip_modifier_legion_commander_2_Description"				"物理攻击提升%dMODIFIER_PROPERTY_TOOLTIP%<br>最大生命值提升%dMODIFIER_PROPERTY_TOOLTIP%"
"DOTA_Tooltip_ability_legion_commander_3"							"完美招架"
"DOTA_Tooltip_ability_legion_commander_3_Description"				"受到攻击时有概率触发招架，对直线上的敌人造成伤害和眩晕，同时回复自身生命值。"
"DOTA_Tooltip_ability_legion_commander_3_chance"					"%招架概率："
"DOTA_Tooltip_ability_legion_commander_3_physical2physical"			"%招架伤害：物理攻击*"
"DOTA_Tooltip_ability_legion_commander_3_abilityduration"			"眩晕时间："
"DOTA_Tooltip_ability_legion_commander_3_heal"						"回复生命值："
"DOTA_Tooltip_ability_legion_commander_3_Lore"						"- 无法眩晕精英敌人，但会造成攻速和移速降低"

// 虚无之灵
"DOTA_Tooltip_ability_void_spirit_1"							"虚无脉冲"
"DOTA_Tooltip_ability_void_spirit_1_Description"				"召唤出虚无护盾来吸收物理伤害，并围绕自身发出一次伤害的脉冲。脉冲每击中一个敌方单位，护盾的吸收伤害效果提升，并且引爆敌人身上的太虚印记。"
"DOTA_Tooltip_ability_void_spirit_1_radius"						"脉冲范围："
"DOTA_Tooltip_ability_void_spirit_1_magical2magical"			"%脉冲伤害：魔法攻击*"
"DOTA_Tooltip_ability_void_spirit_1_shield_health"				"护盾生命值："
"DOTA_Tooltip_ability_void_spirit_1_bonus_shield_per_unit"		"每个单位提供护盾："
"DOTA_Tooltip_ability_void_spirit_1_abilityduration"			"护盾持续时间："
"DOTA_Tooltip_ability_void_spirit_1_Lore"						"- 残像释放的虚无脉冲只会给虚无之灵提供护盾"
"DOTA_Tooltip_modifier_void_spirit_1_shield"					"虚无脉冲"
"DOTA_Tooltip_modifier_void_spirit_1_shield_Description"		"可以吸收%dMODIFIER_PROPERTY_TOTAL_CONSTANT_BLOCK%点伤害的护盾"
"DOTA_Tooltip_ability_void_spirit_2"							"太虚之径"
"DOTA_Tooltip_ability_void_spirit_2_Description"				"对直线上的敌人造成伤害并施加一个太虚印记，一段时间后将爆炸，印记可以叠加。印记也可以被其他技能引爆，伤害会更高。"
"DOTA_Tooltip_ability_void_spirit_2_atk_factor"					"%伤害：魔法攻击*"
"DOTA_Tooltip_ability_void_spirit_2_duration"					"持续时间："
"DOTA_Tooltip_ability_void_spirit_2_sign_factor"				"%自然爆炸伤害：魔法攻击*"
"DOTA_Tooltip_ability_void_spirit_2_explode_sign_factor"		"%其他技能引爆伤害：魔法攻击*"
"DOTA_Tooltip_ability_void_spirit_2_distance"					"最大距离："
"DOTA_Tooltip_modifier_void_spirit_2_debuff"					"太虚之径"
"DOTA_Tooltip_modifier_void_spirit_2_debuff_Description"		"被施加了太虚印记，引爆时会造成伤害"
"DOTA_Tooltip_ability_void_spirit_3"							"灵扉残像"
"DOTA_Tooltip_ability_void_spirit_3_Description"				"在地上创造出数个灵扉，将残像召唤出来。虚无之灵和残像穿出灵扉后，引爆区域内的敌人身上的太虚印记。"
"DOTA_Tooltip_ability_void_spirit_3_illusions_count"			"残像数量："
"DOTA_Tooltip_ability_void_spirit_3_illusions_duration"			"残像持续时间："
"DOTA_Tooltip_ability_void_spirit_3_damage_radius"				"作用范围："
"DOTA_Tooltip_ability_void_spirit_3_Lore"						"- 残像会随着虚无之灵一起施法"

// 完人骑士
"DOTA_Tooltip_ability_omni_knight_1"							"洗礼"
"DOTA_Tooltip_ability_omni_knight_1_Description"				"回复一个友军的生命值并对周围的敌人造成一次等量的纯粹伤害。每次洗礼会增加目标生命值上限。"
"DOTA_Tooltip_ability_omni_knight_1_radius"						"伤害范围："
"DOTA_Tooltip_ability_omni_knight_1_heal_pct"					"%生命回复："
"DOTA_Tooltip_ability_omni_knight_1_bonus_health"				"额外生命上限："
"DOTA_Tooltip_ability_omni_knight_1_max_stack"					"最大叠加层数："
"DOTA_Tooltip_ability_omni_knight_2"							"天国恩赐"
"DOTA_Tooltip_ability_omni_knight_2_Description"				"当友方单位生命值低于%threshold%%%时，对其施放天国恩赐，增加其双防并使其造成伤害时能回复生命。"
"DOTA_Tooltip_ability_omni_knight_2_bonus_armor"				"双防增加："
"DOTA_Tooltip_ability_omni_knight_2_lifesteal_pct"				"%伤害吸血："
"DOTA_Tooltip_ability_omni_knight_2_AbilityDuration"			"持续时间："
"DOTA_Tooltip_ability_omni_knight_3"							"完人庇佑"
"DOTA_Tooltip_ability_omni_knight_3_Description"				"减少友方单位受到的伤害并且增加受伤害回蓝百分比。"
"DOTA_Tooltip_ability_omni_knight_3_damage_reduce"				"%伤害减免："
"DOTA_Tooltip_ability_omni_knight_3_mana_regen_pct"				"%额外受伤回蓝："
"DOTA_Tooltip_modifier_omni_knight_1_buff"						"洗礼"
"DOTA_Tooltip_modifier_omni_knight_1_buff_Description"			"生命上限提升了%dMODIFIER_PROPERTY_TOOLTIP%"
"DOTA_Tooltip_modifier_omni_knight_2_buff"						"天国恩赐"
"DOTA_Tooltip_modifier_omni_knight_2_buff_Description"			"该单位增加了%dMODIFIER_PROPERTY_TOOLTIP%双防和%dMODIFIER_PROPERTY_TOOLTIP%%%伤害吸血。"
"DOTA_Tooltip_modifier_omni_knight_3_buff"						"完人庇佑"
"DOTA_Tooltip_modifier_omni_knight_3_buff_Description"			"受到的伤害减少%dMODIFIER_PROPERTY_TOOLTIP%%%并且受伤回蓝比例提升%dMODIFIER_PROPERTY_TOOLTIP%%%。"

// 灵魂收割者
"DOTA_Tooltip_ability_spectre_1"								"锁链"
