"DOTA_Tooltip_modifier_star_indicator" 		"STAR"
"DOTA_Tooltip_ability_lycan_3_Description"				"Lycan assumes his lupine form, granting him and his units critical strikes and attributes increment."
"DOTA_Tooltip_ability_lycan_3_crit_chance"				"%Crit Chance: "
"DOTA_Tooltip_ability_lycan_3_crit_mult"				"%Crit Damage: "
"DOTA_Tooltip_ability_lycan_3_movespeed"				"Haste Speed: "
"DOTA_Tooltip_ability_lycan_3_bonus_health"				"HP increment: "
"DOTA_Tooltip_ability_lycan_3_attackspeed"				"Bonus Attack Speed: "
"DOTA_Tooltip_modifier_lycan_3_form"					"Shapeshift"
"DOTA_Tooltip_modifier_lycan_3_form_Description"		"+ %dMODIFIER_PROPERTY_TOOLTIP% max health<br>+ %dMODIFIER_PROPERTY_TOOLTIP% attack speed<br>Deal %dMODIFIER_PROPERTY_TOOLTIP%%% damage per attack"

//Verdant Druid
"DOTA_Tooltip_ability_druid_1"							"Summon Spirit Bear"
"DOTA_Tooltip_ability_druid_1_Description"				"Summons a powerful Spirit Bear companion on the target location. Recasting this spell when Spirit Bear is summoned will teleport it to the target location. The bear stuns and damages the enemies around his original and target location when teleports. Spirit Bear has Arcane Explosion ability."
"DOTA_Tooltip_ability_druid_1_radius"					"Radius: "
"DOTA_Tooltip_ability_druid_1_magical2magical"			"%Magic Damage Factor: "
"DOTA_Tooltip_ability_druid_1_health_pct"				"%HP inheritance: "
"DOTA_Tooltip_ability_druid_1_attack_pct"				"%Magic Damage inheritance: " 
"DOTA_Tooltip_ability_druid_2"							"Spirit Link"
"DOTA_Tooltip_ability_druid_2_Description"				"Links Verdant Druid and the Spirit Bear, sharing the incoming damage evenly. Grants Verdant Druid the ability to collect Spirit points which will not reset upon his death."
"DOTA_Tooltip_ability_druid_2_radius"					"Radius: "
"DOTA_Tooltip_ability_druid_2_bonus_mana"				"Mana per Spirit Point: "
"DOTA_Tooltip_ability_druid_2_bonus_attack"				"Magical Damage per Spirit Point: "
"DOTA_Tooltip_ability_druid_3"							"Spiritual Sacrifice"
"DOTA_Tooltip_ability_druid_3_Description"				"Verdant Druid's companion sacrifices its life to resurrect him. This ancient ceremony can only be held once each round."
"DOTA_Tooltip_ability_druid_4"							"Arcane Explosion"
"DOTA_Tooltip_ability_druid_4_Description"				"Spirit Bear gains 1 Spirit Point when he teleports. When its mana is fully restored, Spirit Bear detonates all its mana. It casts Arcane Explosion each time its mana reaches %boom_per_mana% afterwards. The Spirit Points reset upon its death."
"DOTA_Tooltip_ability_druid_4_bonus_attack"				"Magical Damage per Spirit Point: "
"DOTA_Tooltip_ability_druid_4_bonus_mana"				"Mana per Spirit Point: "
"DOTA_Tooltip_ability_druid_4_bonus_mana_regen"			"Mana Restoration per Spirit Point: "
"DOTA_Tooltip_ability_druid_4_boom_interval"			"Explosion interval: "
"DOTA_Tooltip_ability_druid_4_boom_radius"				"Explosion Radius: "
"DOTA_Tooltip_ability_druid_4_magical2magical"			"Magic DMG to Explosion DMG:"
"DOTA_Tooltip_ability_druid_5"							"Spirit Collection"
"DOTA_Tooltip_ability_druid_5_Description"				"Grants Spirit Bear the ability to keep half of its Spirit Points upon death. Increasing magical damage and mana pool of all allies during the current round."
"DOTA_Tooltip_ability_druid_5_bonus_attack"				"Magical damage per Spirit Point: "
"DOTA_Tooltip_ability_druid_5_bonus_mana"				"Mana Capacity per Spirit Point: "

//Lord of Magma
"DOTA_Tooltip_ability_axe_1"							"Counter Helix"
"DOTA_Tooltip_ability_axe_1_Description"				"Lord of Magma has a chance to perform a helix counter under attack or in attacking. Every counter helix performance increases Lord of Magma's armor."
"DOTA_Tooltip_ability_axe_1_chance"						"%Chance: "
"DOTA_Tooltip_ability_axe_1_armor_factor"				"%Damage: Physical armor*"
"DOTA_Tooltip_ability_axe_1_armor_bonus"				"%Bonus armor:"
"DOTA_Tooltip_ability_axe_1_max_armor_bonus"			"Bonus armor limit："
"DOTA_Tooltip_ability_axe_1_radius"						"Radius: "
"DOTA_Tooltip_ability_axe_1_attack_chance"				"%Basic Attack Chance："
//"DOTA_Tooltip_ability_axe_1_Lore"						"-Ignite effect is stacable without any limitation."
"DOTA_Tooltip_ability_axe_2"							"Unleashed Fist"
"DOTA_Tooltip_ability_axe_2_Description"				"Lord of Magma unleashes his power, punching and stunning his target. The energy flow with his fist knocks back the enemies around. However, the area damage is spread evenly over all enemies hit."
"DOTA_Tooltip_ability_axe_2_attack_factor"				"%Base Damage: Physical Damage*"
"DOTA_Tooltip_ability_axe_2_armor_factor"				"%Bonus Damage: Physical armor*"
"DOTA_Tooltip_ability_axe_2_radius"						"Radius: "
"DOTA_Tooltip_ability_axe_2_AbilityDuration"			"Stun duration: "
"DOTA_Tooltip_ability_axe_3"							"Lava Forge"
"DOTA_Tooltip_ability_axe_3_Description"				"Each time he procs Counter Helix, Lord of Magma gains a Lava Armor effect. %max_stack% stacks of Lava Armor will activate Lord of Magma's hidden power.\n<h1>Lava Spirit</h1>Taunts nearby enemy units, forcing them to attack him, while all his allies gain bonus armor during the duration. Activating Lava Spirit resets the Lava Armor stacks."
"DOTA_Tooltip_ability_axe_3_armor_per_stack"			"%Lava Armor: Physical Reistance*"
"DOTA_Tooltip_ability_axe_3_radius"						"Radius: "
"DOTA_Tooltip_ability_axe_3_abilityduration"			"Lava Spirit Duration: "
"DOTA_Tooltip_modifier_axe_3"							"Lava Spirit"
"DOTA_Tooltip_modifier_axe_3_Description"				"Armor increased."
"DOTA_Tooltip_modifier_axe_3_buff"						"Lava Spirit"
"DOTA_Tooltip_modifier_axe_3_buff_Description"			"Armor increased."

//Dark Willow
"DOTA_Tooltip_ability_dark_willow_1"					"Elf of Misery"
"DOTA_Tooltip_ability_dark_willow_1_Description"		"Curses several enemy units, delaying the damage taken until Shadow Realm ends and transforming it into strengthened area damage when released.<br> Do NOT record damage dealed by other Elf of Misery, and can NOT be powered"
"DOTA_Tooltip_ability_dark_willow_1_curse_count"		"Enemy Counts: "
"DOTA_Tooltip_ability_dark_willow_1_curse_duration"		"Duration: "
"DOTA_Tooltip_ability_dark_willow_1_magical2magical"	"%Base damage: Magical Attack*"
"DOTA_Tooltip_ability_dark_willow_1_energy_translate"	"Extra damage: Damage Taken*"
"DOTA_Tooltip_ability_dark_willow_1_radius"				"Radius: "
"DOTA_Tooltip_modifier_dark_willow_1_buff"				"Elf of Misery"
"DOTA_Tooltip_modifier_dark_willow_1_buff_Description"	"Transforms the damage taken by enemies into a more evil state."
"DOTA_Tooltip_modifier_dark_willow_1_debuff"						"Elf of Misery"
"DOTA_Tooltip_modifier_dark_willow_1_debuff_Description"			"Being cursed by Shadow Realm."
"DOTA_Tooltip_ability_dark_willow_2"					"Shadow Realm"
"DOTA_Tooltip_ability_dark_willow_2_Description"		"Dark Willow recedes into the shadows, becoming untargetable. Temporarily increases her attacks' range, speed and damage."
"DOTA_Tooltip_ability_dark_willow_2_attackrange"		"Bonus Attack Range: "
"DOTA_Tooltip_ability_dark_willow_2_attackspeed"		"Bonus Attack Speed: "
"DOTA_Tooltip_ability_dark_willow_2_bonus_damage"		"%Bonus Damage: Magical Attack*"
"DOTA_Tooltip_ability_dark_willow_2_abilityduration"	"Duration: "
"DOTA_Tooltip_modifier_dark_willow_2_buff"				"Shadow Realm"
"DOTA_Tooltip_modifier_dark_willow_2_buff_Description"	"Untargetable with strengthened attacks."
"DOTA_Tooltip_ability_dark_willow_3"					"Lucky Coin"
"DOTA_Tooltip_ability_dark_willow_3_Description"		"Dark Willow flips a coin and lets fate decide the outcome for his enemies. Her next attack can either transform the target into a Golden Tycoon or Blockhead.\n<h1>Golden Tycoon</h1>Drops Gold for the next few attacks from Dark Willow.\n<h1>Blockhead</h1>Receives bonus damage from the next few attacks from Dark Willow."
"DOTA_Tooltip_ability_dark_willow_3_damage_count"		"Attacks: "
"DOTA_Tooltip_ability_dark_willow_3_gold"				"Gold Loot: "
"DOTA_Tooltip_ability_dark_willow_3_damage_deepen"		"%Bonus damage to Blockhead: "
"DOTA_Tooltip_modifier_dark_willow_3_buff"						"Lucky Coin"
"DOTA_Tooltip_modifier_dark_willow_3_buff_Description"			"Flip the coin!"
"DOTA_Tooltip_modifier_dark_willow_3_debuff_coin"						"Lucky Coin"
"DOTA_Tooltip_modifier_dark_willow_3_debuff_coin_Description"			"Transformed into a Golden Tycoon. Drops Gold for the next few attacks from Dark Willow."
"DOTA_Tooltip_modifier_dark_willow_3_debuff_damage"						"Lucky Coin"
"DOTA_Tooltip_modifier_dark_willow_3_debuff_damage_Description"			"Transformed into a Blockhead. Receives bonus damage from the next few attacks from Dark Willow."

//Riki
"DOTA_Tooltip_ability_riki_1"							"Backstab"
"DOTA_Tooltip_ability_riki_1_Description"				"After %attack_count% attacks, Riki's next attack will deal extra damage. Each time Riki attacks from behind, he deals Critical damage, and gains one Crit Point.\n<h1>Crit Point</h1>Strengthen Riki's critical damage."
//"DOTA_Tooltip_ability_riki_1_damage_pct"				"%Extra damage: target's lost health*"
"DOTA_Tooltip_ability_riki_1_crit_mult"					"%Base Critical damage:"
"DOTA_Tooltip_ability_riki_1_crit_mult_per_stack"		"%Bonus Critical damage: Crit Point*"
"DOTA_Tooltip_ability_riki_2"							"Tricks of the Trade"
"DOTA_Tooltip_ability_riki_2_Description"				"Consuming all the Crit Points, Riki throws down a smoke bomb, fading into the smoke, damaging the enemy units lost in his zone from behind."
"DOTA_Tooltip_ability_riki_2_attack_count"				"Attack Counts: "
"DOTA_Tooltip_ability_riki_2_radius"					"Radius: "
"DOTA_Tooltip_ability_riki_2_abilityduration"			"Duration: "
"DOTA_Tooltip_ability_riki_3"							"Vein Rupture"
"DOTA_Tooltip_ability_riki_3_Description"				"Riki's barbed dagger will rupture enemies' vein and cause bleeding when he attacks from behind. The bleeding effect is stackable. <br>Damage of Vein Rupture is no more than certain proportion of Riki's physical attack"
"DOTA_Tooltip_ability_riki_3_max_stack"					"Max Stacks: "
"DOTA_Tooltip_ability_riki_3_damage_pct"				"%Bleeding Damage: Current HP*"
"DOTA_Tooltip_ability_riki_3_max_bleed_damage"			"%Max damage:Physical attack*"
"DOTA_Tooltip_ability_riki_3_abilityduration"			"Duration: "

//Frost Lich
"DOTA_Tooltip_ability_lich_1"							"Blizzard Field"
"DOTA_Tooltip_ability_lich_1_Description"				"Summons ice shards that pelt the target area, damaging and slowing enemies. Blizzard field will also increase the armor of allies within range based on Frost Lich's physical and magical armor."
"DOTA_Tooltip_ability_lich_1_armor_bonus"				"Extra armor:"
"DOTA_Tooltip_ability_lich_1_movespeed_reduce"			"%Move speed slow: "
"DOTA_Tooltip_ability_lich_1_attackspeed_reduce"		"%attak speed slow: "
"DOTA_Tooltip_ability_lich_1_abilityduration"			"Duration: "
"DOTA_Tooltip_ability_lich_1_interval"					"Pelt interval: "
"DOTA_Tooltip_ability_lich_1_magical2magical"			"%Damage: Enemy Magic armor*"
"DOTA_Tooltip_ability_lich_2"							"Cold Caress"
"DOTA_Tooltip_ability_lich_2_Description"				"Whenever Frost Lich casts a spell, he caresses his allies' forehead and enhances their next attack with area damage based on Frost Lich's Magic armor. The primary enemy unit may be frozen under attack and took more damage."
"DOTA_Tooltip_ability_lich_2_attack_count"				"Attack Counts: "
"DOTA_Tooltip_ability_lich_2_armor_factor"				"%Magic armor Factor: "
"DOTA_Tooltip_ability_lich_2_magical_attack_bonus"		"%Bonus damage: Magical Attack*"
"DOTA_Tooltip_ability_lich_2_radius"					"Radius: "
"DOTA_Tooltip_ability_lich_2_chance"					"%Freeze Chance: "
"DOTA_Tooltip_ability_lich_2_bonus_pct"					"%Freeze damage:"
"DOTA_Tooltip_ability_lich_2_abilityduration"			"Freeze duration: "
"DOTA_Tooltip_ability_lich_3"							"Core of Glacier"
"DOTA_Tooltip_ability_lich_3_Description"				"Grants the allies affected by Blizzard Field or Cold Caress a chance of mana restoration after casting a spell."
"DOTA_Tooltip_ability_lich_3_chance"					"%Chance: "
"DOTA_Tooltip_ability_lich_3_regen_pct"					"%Restoration: "

//Underlord
"DOTA_Tooltip_ability_abyssal_underlord_1"							"Plague Storm"
"DOTA_Tooltip_ability_abyssal_underlord_1_Description"				"Calls down waves of Plague that damage enemy units in the target area, dealing bonus damage for every time a unit was hit by a wave. The Plague may spread between enemies.\n<h1>Plague</h1>Deals damage over time. Death of affected enemies will strengthen Underlord's Physical armor."
"DOTA_Tooltip_ability_abyssal_underlord_1_damage"					"%Damage: Physical*"
"DOTA_Tooltip_ability_abyssal_underlord_1_infected_time"			"%Spread Interval: "
"DOTA_Tooltip_ability_abyssal_underlord_1_infected_chance"			"%Spread Chance: "
"DOTA_Tooltip_ability_abyssal_underlord_1_infected_damage"			"%Plague Damage: Physical Damage*Stacks*"
"DOTA_Tooltip_ability_abyssal_underlord_1_armor_increase"	        "Extra Physical armor: "
"DOTA_Tooltip_ability_abyssal_underlord_2"							"Pit of Malice"
"DOTA_Tooltip_ability_abyssal_underlord_2_Description"				"A deadly pit is conjured at the target location which enhanced the spreading speed of the Plague and grants Underlord bonus Physical damage."
"DOTA_Tooltip_ability_abyssal_underlord_2_armorToDamage"			"%Damage: Physical*"
"DOTA_Tooltip_ability_abyssal_underlord_2_range"					"Effect Radius: "
"DOTA_Tooltip_ability_abyssal_underlord_2_infected_time_reduce"		"Spreading Interval Reduction: "
"DOTA_Tooltip_ability_abyssal_underlord_3"							"Dark Rift"
"DOTA_Tooltip_ability_abyssal_underlord_3_Description"				"Opens a dark rift at the battlefield at each round starts that will summon a Warrior from the underworld."
"DOTA_Tooltip_ability_abyssal_underlord_3_summon_interval"			"Summon Interval: "
"DOTA_Tooltip_ability_abyssal_underlord_3_Lore"						"-The Warrior is strengthened by the plague raging on the battlefield."
"DOTA_Tooltip_modifier_abyssal_underlord_1_debuff"					"Infected"
"DOTA_Tooltip_modifier_abyssal_underlord_1_debuff_description"		"Takes magical damage over time based on the Plague stacks."
"DOTA_Tooltip_modifier_abyssal_underlord_2_buff"					"The curse from the Underworld"
"DOTA_Tooltip_modifier_abyssal_underlord_2_buff_description"		"Strengthened by the Plague"
"DOTA_Tooltip_modifier_enigma_3_devil"								"Dark Rift"
"DOTA_Tooltip_modifier_enigma_3_devil_Description"					"The Warrior from the underworld will serve you for a while."

//Legion Commander
"DOTA_Tooltip_ability_legion_commander_1"							"Press the Attack"
"DOTA_Tooltip_ability_legion_commander_1_Description"				"Turns the enemies' numbers against them, dealing damage and granting Legion Commander bonus attack speed per units. Legion Commander gain bonus attack permanently per attack"
"DOTA_Tooltip_ability_legion_commander_1_atk_bonus"					"Attack bonus per attack:"
"DOTA_Tooltip_ability_legion_commander_1_radius"					"Radius: "
"DOTA_Tooltip_ability_legion_commander_1_abilityduration"			"Duration: "
"DOTA_Tooltip_ability_legion_commander_1_physical2physical"			"%Base Damage: Physical Attack*"
"DOTA_Tooltip_ability_legion_commander_1_damage_per_unit_pct"		"%Damage per Unit: Physical Attack*"
"DOTA_Tooltip_ability_legion_commander_1_attackspeed_per_unit"		"Attack Speed per Creep: "
"DOTA_Tooltip_modifier_legion_commander_1_buff"						"Press the Attack"
"DOTA_Tooltip_modifier_legion_commander_1_buff_Description"			"Gains bonus damage and attack speed."
"DOTA_Tooltip_modifier_legion_commander_1"							"Press the Attack"
"DOTA_Tooltip_modifier_legion_commander_1_Description"				"+ %dMODIFIER_PROPERTY_TOOLTIP% physical attack"
"DOTA_Tooltip_ability_legion_commander_2"							"Aestheticization of violence"
"DOTA_Tooltip_ability_legion_commander_2_Description"				"The enemies killed by Legion Commander during Press the Attack grants him permanent Physical damage and HP."
"DOTA_Tooltip_ability_legion_commander_2_bonus_attack"				"Bonus Damage: "
"DOTA_Tooltip_ability_legion_commander_2_bonus_health"				"Extra HP: "
"DOTA_Tooltip_ability_legion_commander_2_bonus_attackspeed"			"Bonus Attack Speed:"
"DOTA_Tooltip_ability_legion_commander_2_bonus_health_regen"		"Bonus HP regen:"
"DOTA_Tooltip_ability_legion_commander_2_AbilityDuration"		    "Duration:"
"DOTA_Tooltip_modifier_legion_commander_2"							"Aestheticization of violence"
"DOTA_Tooltip_modifier_legion_commander_2_Description"				"Gains bonus damage and HP."
"DOTA_Tooltip_ability_legion_commander_3"							"Perfect Parry "
"DOTA_Tooltip_ability_legion_commander_3_Description"				"When attacked, Legion Commander has a chance to immediately counterattack with bonus lifesteal. This advanced combat skill also stuns and damages the enemies in a line."
"DOTA_Tooltip_ability_legion_commander_3_chance"					"%Chance: "
"DOTA_Tooltip_ability_legion_commander_3_physical2physical"			"%Damage: Physical Attack*"
"DOTA_Tooltip_ability_legion_commander_3_abilityduration"			"Stun duration: "
"DOTA_Tooltip_ability_legion_commander_3_heal"						"Lifesteal: "
"DOTA_Tooltip_ability_legion_commander_3_Lore"						"-Instead of stunning Elites, Legion Commander can only slow their movement and attack speed."

//Void Spirit
"DOTA_Tooltip_ability_void_spirit_1"							"Resonant Pulse"
"DOTA_Tooltip_ability_void_spirit_1_Description"				"Void Spirit wraps himself in a protective shield that absorbs physical damage and emits a single damaging pulse around him. The shield gains increased damage absorption for each enemy hero the pulse hits. Resonant Pulse will activate the Void Mark on affected units."
"DOTA_Tooltip_ability_void_spirit_1_radius"						"Radius: "
"DOTA_Tooltip_ability_void_spirit_1_magical2magical"			"%Damage: Magical Attack*"
"DOTA_Tooltip_ability_void_spirit_1_shield_health"				"Absorption: "
"DOTA_Tooltip_ability_void_spirit_1_bonus_shield_per_unit"		"Absorption bonus per Hit Unit: "
"DOTA_Tooltip_ability_void_spirit_1_abilityduration"			"Shield Duration: "
"DOTA_Tooltip_ability_void_spirit_1_Lore"						"-Resonant Pulse casted by Remnents doesn't deal damage, but increasing the damage absorption of Void Spirit's shield."
"DOTA_Tooltip_modifier_void_spirit_1_shield"					"Resonant Pulse"
"DOTA_Tooltip_modifier_void_spirit_1_shield_Description"		"Absorbing %dMODIFIER_PROPERTY_TOTAL_CONSTANT_BLOCK% physical damage."
"DOTA_Tooltip_ability_void_spirit_2"							"Astral Step"
"DOTA_Tooltip_ability_void_spirit_2_Description"				"Void Spirit tears a rift through the astral plane to appear at the target location, attacking all enemies along the path and applying a Void Mark to them, which explodes in a few seconds. Multiple Void Mark stacks and can be activated by other abilities to deal massive damage."
"DOTA_Tooltip_ability_void_spirit_2_atk_factor"			        "%Damage: Magical Attack*"
"DOTA_Tooltip_ability_void_spirit_2_duration"					"Duration: "
"DOTA_Tooltip_ability_void_spirit_2_sign_factor"				"%Time Explosion: Magical Attack*"
"DOTA_Tooltip_ability_void_spirit_2_explode_sign_factor"		"%Activated Explosion: Magical Attack*"
"DOTA_Tooltip_ability_void_spirit_2_distance"					"Maximum Distance: "
"DOTA_Tooltip_modifier_void_spirit_2_debuff"					"Void Mark"
"DOTA_Tooltip_modifier_void_spirit_2_debuff_Description"		"Being marked by Void Spirit."
"DOTA_Tooltip_ability_void_spirit_3"							"Aether Remnant"
"DOTA_Tooltip_ability_void_spirit_3_Description"				"Void Spirit creats a number of portals on the target area, dispatching several Remnants that have all his abilities through the aether. Upon exiting the portals, both Void Spirit and his Remnants will activate nearby Void Marks."
"DOTA_Tooltip_ability_void_spirit_3_illusions_count"			"Remnant counts: "
"DOTA_Tooltip_ability_void_spirit_3_illusions_duration"			"Remnant duration: "
"DOTA_Tooltip_ability_void_spirit_3_damage_radius"				"Radius: "
"DOTA_Tooltip_ability_void_spirit_3_Lore"						"-Aether Remnants cast spells along with Void Spirit."

//Omniknight
"DOTA_Tooltip_ability_omni_knight_1"							"Purification"
"DOTA_Tooltip_ability_omni_knight_1_Description"				"Instantly heals a friendly unit, expanding its health pool, and damaging all nearby enemy units."
"DOTA_Tooltip_ability_omni_knight_1_radius"						"Radius: "
"DOTA_Tooltip_ability_omni_knight_1_heal_pct"					"%Heal: "
"DOTA_Tooltip_ability_omni_knight_1_bonus_health"				"Extra HP: "
"DOTA_Tooltip_ability_omni_knight_1_max_stack"					"Max Stacks: "
"DOTA_Tooltip_ability_omni_knight_2"							"Heavenly Grace"
"DOTA_Tooltip_ability_omni_knight_2_Description"				"Creates a divine barrier around an ally when its health reaches %threshold%%%，granting them increased Physical and Magical, and the ability of Lifesteal."
"DOTA_Tooltip_ability_omni_knight_2_bonus_armor"				"Extra armor: "
"DOTA_Tooltip_ability_omni_knight_2_lifesteal_pct"				"%Lifesteal: "
"DOTA_Tooltip_ability_omni_knight_2_AbilityDuration"			"Duration:"
"DOTA_Tooltip_ability_omni_knight_3"							"Omni Guardian"
"DOTA_Tooltip_ability_omni_knight_3_Description"				"Reduce damage taken by friendly units and increase the proportion of mana gained by damage"
"DOTA_Tooltip_ability_omni_knight_3_damage_reduce"				"%Damage Reduce:"
"DOTA_Tooltip_ability_omni_knight_3_mana_regen_pct"				"%Mana gained by damage:"
"DOTA_Tooltip_modifier_omni_knight_1_buff"						"Purification"
"DOTA_Tooltip_modifier_omni_knight_1_buff_Description"			"Extra Max HP"
"DOTA_Tooltip_modifier_omni_knight_2_buff"						"Heavenly Grace"
"DOTA_Tooltip_modifier_omni_knight_2_buff_Description"			"Gains extra armor and lifesteal."
"DOTA_Tooltip_modifier_omni_knight_3_buff"						"Omni Guardian"
"DOTA_Tooltip_modifier_omni_knight_3_buff_Description"			"Reduce damage taken by friendly units and increase the proportion of mana gained by damage"

//Mercurial Reaper
"DOTA_Tooltip_ability_spectre_1"								"Spectral Chain"
"DOTA_Tooltip_ability_spectre_1_Description"					"Mercurial Reaper launches %count% Spectral Chains that snag enemies, dragging them back to him slowly. The Chains deal damage when they end and gain Mercurial Reaper extra max HP relatively."
"DOTA_Tooltip_ability_spectre_1_physical2physical"				"%Damage: Physical Attack*"
"DOTA_Tooltip_ability_spectre_1_health_pct"						"%Max HP: Physical Attack*"
"DOTA_Tooltip_ability_spectre_1_abilityduration"				"Duration: "
"DOTA_Tooltip_modifier_spectre_1"								"Spectral Chain"
"DOTA_Tooltip_modifier_spectre_1_Description"					"Extra Max HP"
"DOTA_Tooltip_ability_spectre_2"								"Shadow Sacrifice"
"DOTA_Tooltip_ability_spectre_2_Description"					"Mercurial Reaper tracks down an enemy, tearing its throat apart and strengthening his attacks with the blood. Mercurial Reaper will be healed for a percentage of the damage he dealt."
"DOTA_Tooltip_ability_spectre_2_abilityduration"				"Track Down Duration: "
"DOTA_Tooltip_ability_spectre_2_physical2physical"				"%Damage: Physical Attack*"
"DOTA_Tooltip_ability_spectre_2_regen_pct"						"%Heal: Damage*"
"DOTA_Tooltip_ability_spectre_2_attack_pct"						"Bonus Attack: "
"DOTA_Tooltip_modifier_spectre_2"								"Shadow Sacrifice"
"DOTA_Tooltip_modifier_spectre_2_Description"					"Extra damage"
"DOTA_Tooltip_ability_spectre_3"								"Dispersion"
"DOTA_Tooltip_ability_spectre_3_Description"					"Damage done to Mercurial Reaper is reduced and reflected on her enemies bases on their max HP. The effect lessens with distance."
"DOTA_Tooltip_ability_spectre_3_damage_reduce"					"%Damage reduce: "
"DOTA_Tooltip_ability_spectre_3_health_damage_pct"				"%Reflection Damage: Max HP*"
"DOTA_Tooltip_ability_spectre_3_min_radius"						"Radius for Max Damage: "
"DOTA_Tooltip_ability_spectre_3_max_radius"						"Maximum Radius: "

//Mud Golem
"DOTA_Tooltip_ability_golemB_1"									"Shard Split"
"DOTA_Tooltip_ability_golemB_1_Description"						"Whenever Mud Golem receives %threshold%%% damage, it spawns a Mini Golem, which takes full damage."
"DOTA_Tooltip_ability_golemB_1_health_pct"						"%Mini Golem HP: "
"DOTA_Tooltip_ability_golemB_2"									"Hurl Boulder"
"DOTA_Tooltip_ability_golemB_2_Description"						"Hurls a boulder at the target unit, damaging and stunning it."
"DOTA_Tooltip_ability_golemB_2_physical2physical"				"%Damage: Physical*"
"DOTA_Tooltip_ability_golemB_2_abilityduration"					"Stun Duration: "
"DOTA_Tooltip_ability_golemB_3"									"Craggy Exterior"
"DOTA_Tooltip_ability_golemB_3_Description"						"Grants Mud Golem with extra Physical armor. Enemies that attack Mud Golem have a chance of being disarmed."
"DOTA_Tooltip_ability_golemB_3_chance"							"%Disarm Chance:"
"DOTA_Tooltip_ability_golemB_3_bonus_armor"						"Extra Physical armor: "
"DOTA_Tooltip_ability_golemB_3_abilityduration"					"Disarm duration: "

//Ancient Apparition
"DOTA_Tooltip_ability_ghost_1"									"Chilling Touch"
"DOTA_Tooltip_ability_ghost_1_Description"						"Curses the enemy units in the target area, causing them to take extra damage."
"DOTA_Tooltip_ability_ghost_1_radius"							"Radius: "
"DOTA_Tooltip_ability_ghost_1_magical2magical"					"%Extra Damage: Magical*"
"DOTA_Tooltip_ability_ghost_1_abilityduration"					"Duration: "
"DOTA_Tooltip_ability_ghost_1_flInterval"						"Trigger Interval: "
"DOTA_Tooltip_ability_ghost_2"									"Frigid Aura"
"DOTA_Tooltip_ability_ghost_2_Description"						"Enhances Chilling Touch's power, dealing bonus damage for every time a unit was damaged by Chilling Touch. Enemies with the max Chilling Touch stacks will be frozen."
"DOTA_Tooltip_ability_ghost_2_bonus_damage_pct"					"%Stack Damage: "
"DOTA_Tooltip_ability_ghost_2_max_stack"						"Max Stacks: "
"DOTA_Tooltip_ability_ghost_2_abilityduration"					"Frozen duration: " 
"DOTA_Tooltip_ability_ghost_3"									"Apparition's Whisper"
"DOTA_Tooltip_ability_ghost_3_Description"						"Whenever a unit is killed on the battlefield, Ancient Apparition resets some of his allies' cooldown and restores their mana."
"DOTA_Tooltip_ability_ghost_3_count"							"Ally counts: "

//Dark Seer
"DOTA_Tooltip_ability_void_runner_1"							"Void Replicate"
"DOTA_Tooltip_ability_void_runner_1_Description"				"Dark Seer replicates an ally that has the largest Mana Pool, activating Voidform for both and adding arcane energy to their attacks. Each attack cost %mana_cost%%% mana, and deals damage relatively."
"DOTA_Tooltip_ability_void_runner_1_damage_per_mana"			"%Damage per Mana: "
"DOTA_Tooltip_ability_void_runner_1_abilityduration"			"Duration: "
"DOTA_Tooltip_ability_void_runner_2"							"Ion Shell"
"DOTA_Tooltip_ability_void_runner_2_Description"				"Randomly surrounds Dark Seer or an ally with a bristling shield that provides extra mana regen and damages enemy units in an area around it."
"DOTA_Tooltip_ability_void_runner_2_magical2magical"			"%Damage: Magical Attack*"
"DOTA_Tooltip_ability_void_runner_2_mana_regen_pct"				"%Mana Regen: "
"DOTA_Tooltip_ability_void_runner_2_radius"						"Radius: "
"DOTA_Tooltip_ability_void_runner_2_abilityduration"			"Duration: "
"DOTA_Tooltip_ability_void_runner_3"							"Vacuum"
"DOTA_Tooltip_ability_void_runner_3_Description"				"Whenever the Replicate's mana or health reaches 0, it detonates and creates a vacuum on it that sucks in enemy units and deals damage based on its mana."
"DOTA_Tooltip_ability_void_runner_3_radius"						"Radius: "
"DOTA_Tooltip_ability_void_runner_3_damage_per_mana"			"Damage per Mana: "

//skeleton_king
"DOTA_Tooltip_ability_skeleton_king_1"	"mortal strike"
"DOTA_Tooltip_ability_skeleton_king_1_Description"	"Skeleton King cosume mana to deal  Crtical damages and summoner skeleton soliders to fight. Skeleton soliders have no collision and inherent mortal strike but not summoning skeleton soliders. "
"DOTA_Tooltip_ability_skeleton_king_1_crit_damage"	"% Crtical damage"
"DOTA_Tooltip_ability_skeleton_king_1_duration"	"Skeleton solider duration "
"DOTA_Tooltip_ability_skeleton_king_1_inherited_percent"	"Skeleton solider inherent stats"
"DOTA_Tooltip_ability_skeleton_king_1_health_percent"	"Skeleton solider inherent healthpoint"
"DOTA_Tooltip_ability_skeleton_king_1_count"	"Skeleton solider number"
"DOTA_Tooltip_ability_skeleton_king_2"	"wraithfire blast"
