"lang"
{
	"Language"	"English"
	"Tokens"
	{
		"BOSS_1"	"Undead Knight"
		"DOTA_Tooltip_ability_boss_two_flash_lua_Description"	"Every fifteen seconds, a unit with the lowest HP percentage within 3000 yards will be selected, and it will teleport behind the target after 2S, and increase its attack speed by 200%, and lock the target unit to attack for continuous Three seconds"
		"DOTA_Tooltip_ability_boss_two_kill_passive_lua"	"Blood Desire"
		"DOTA_Tooltip_ability_boss_two_kill_passive_lua_Description"	"Each hero unit killed will permanently increase the attack power of %percent%% and the movement speed of %move_speed%%"
		"DOTA_Tooltip_ability_boss_two_pureattack_lua"	"Killing Skills"
		"DOTA_Tooltip_ability_boss_two_pureattack_lua_Description"	"After a period of time, the next attack will cause pure damage"
		"DOTA_Tooltip_ability_boss_wood_bigend_lua"	"Mechanical Storm"
		"DOTA_Tooltip_ability_boss_wood_bot_lunpan_lua"	"Sawtooth flywheel"
		"DOTA_Tooltip_ability_boss_wood_bot_passive_lua"	"Self-detonation machine"
		"DOTA_Tooltip_ability_boss_wood_charge_lua"	"Death Blast"
		"DOTA_Tooltip_ability_boss_wood_lower_attr_lua"	"Death Cyclone"
		"DOTA_Tooltip_ability_boss_wood_passive_lua"	"Active Armor"
		"DOTA_Tooltip_ability_buqunuhou"	"Unyielding roar"
		"DOTA_Tooltip_ability_buqunuhou_Description"	"When the leader's HP is lower than 50%, the attack power of friendly units around 1500 yards will be increased by 200% for 10S"
		"DOTA_Tooltip_ability_changbiyuan"	"Gibbon"
		"DOTA_Tooltip_ability_changbiyuan_Description"	"The attack range has been increased by (200,250,300,350,400,500) yards, effective both near and far"
		"DOTA_Tooltip_ability_dadifusu"	"Earth Recovery"
		"DOTA_Tooltip_ability_dadifusu_Description"	"Recover 3% of the surrounding maximum health per second (does not affect itself)"
		"DOTA_Tooltip_ability_fenzhizhufu"	"Blessing of the Wind"
		"DOTA_Tooltip_ability_fenzhizhufu_Description"	"Reduces the attack speed of nearby enemies by 1500 yards (40,80,120,160,200,240), and increases the corresponding attack speed of allies"
		"DOTA_Tooltip_ability_fenzhizhufu_good"	"Blessing of the Wind"
		"DOTA_Tooltip_ability_fenzhizhufu_good_Description"	"Lower the attack speed of nearby enemies by 1500 yards (410,80,120,160,200,240), and increase the corresponding attack speed of allies"
		"DOTA_Tooltip_ability_firefly"	"Firefly"
		"DOTA_Tooltip_ability_guwu"	"Encouragement"
		"DOTA_Tooltip_ability_guwu_Description"	"Increase (30,60,90,120,150,180)% attack power of surrounding allies, range of effect: 2000 yards"
		"DOTA_Tooltip_ability_item_boss_person_1"	"Summon (personal BOSSX1)"
		"DOTA_Tooltip_ability_item_boss_person_1_Description"	"Summon (personal BOSSX1)"
		"DOTA_Tooltip_ability_item_boss_person_1_plus"	"Number of additional skills"
		"DOTA_Tooltip_ability_item_boss_person_1_talent"	"Number of talent skills"
		"DOTA_Tooltip_ability_item_boss_person_3"	"Summon (personal BOSSX3)"
		"DOTA_Tooltip_ability_item_boss_person_3_Description"	"Summon (personal BOSSX3)"
		"DOTA_Tooltip_ability_item_boss_person_3_plus"	"Number of additional skills"
		"DOTA_Tooltip_ability_item_boss_person_3_talent"	"Number of talent skills"
		"DOTA_Tooltip_ability_item_boss_person_5"	"Summon (personal BOSSX5)"
		"DOTA_Tooltip_ability_item_boss_person_5_Description"	"Summon (personal BOSSX5)"
		"DOTA_Tooltip_ability_item_boss_person_5_plus"	"Number of additional skills"
		"DOTA_Tooltip_ability_item_boss_person_5_talent"	"Number of talent skills"
		"DOTA_Tooltip_ability_item_boss_person_10"	"Summon (personal BOSSX10)"
		"DOTA_Tooltip_ability_item_boss_person_10_Description"	"Summon (personal BOSSX10)"
		"DOTA_Tooltip_ability_item_boss_person_10_plus"	"Number of additional skills"
		"DOTA_Tooltip_ability_item_boss_person_10_talent"	"Number of talent skills"
		"DOTA_Tooltip_ability_item_boss_person_20"	"Summon (personal BOSSX20)"
		"DOTA_Tooltip_ability_item_boss_person_20_Description"	"Summon (personal BOSSX20)"
		"DOTA_Tooltip_ability_item_boss_person_20_plus"	"Number of additional skills"
		"DOTA_Tooltip_ability_item_boss_person_20_talent"	"Number of talent skills"
		"DOTA_Tooltip_ability_item_boss_person_50"	"Summon (personal BOSSX50)"
		"DOTA_Tooltip_ability_item_boss_person_50_Description"	"Summon (personal BOSSX50)"
		"DOTA_Tooltip_ability_item_boss_person_50_plus"	"Number of additional skills"
		"DOTA_Tooltip_ability_item_boss_person_50_talent"	"Number of talent skills"
		"DOTA_Tooltip_ability_item_boss_person_100"	"Summon (personal BOSSX100)"
		"DOTA_Tooltip_ability_item_boss_person_100_Description"	"Summon (personal BOSSX100)"
		"DOTA_Tooltip_ability_item_boss_person_100_plus"	"Number of additional skills"
		"DOTA_Tooltip_ability_item_boss_person_100_talent"	"Number of talent skills"
		"DOTA_Tooltip_ability_item_buy_bw_1"	"Buy Treasures"
		"DOTA_Tooltip_ability_item_buy_bw_1_Description"	"Spend BOSS points to buy a treasure, the required BOSS points increases with the number of purchases"
		"DOTA_Tooltip_ability_item_buy_bw_1_Lore"	"<font color=\"#5bc0de\">Can only be purchased up to 5 times</font>"
		"DOTA_Tooltip_ability_item_bw_1"	"Treasure"
		"DOTA_Tooltip_ability_item_bw_1_Description"	"After opening the <h1>Treasure</h1>, you can select a treasure from it<br><br><font color=\"#5cb85c\">There is a chance that a level 2 treasure will be found above level 40</h1></font><br><font color=\"#337ab7\">There is a chance that a level 3 treasure will be found above level 80</font><br><font color=\" #DA70D6\">There is a chance that a level 4 treasure will be found above level 120</font><br><font color=\" #FFA500\">There is a chance that a level 5 treasure will be found above level 160</font>"
		"DOTA_Tooltip_ability_item_jcjn_ltyj_zl"	"Intellect+"
		"DOTA_Tooltip_ability_item_lljcjn_czss1"	"Quill Spray"
		"DOTA_Tooltip_ability_item_lljcjn_czss1_Description"	"Quality: <font color=\"#fff\">Elementary</font>\nSkill Type: Active\nSpray spikes at the enemy, causing physical damage based on strength to nearby enemies."
		"DOTA_Tooltip_ability_item_lljcjn_fjlx1"	"Counter Helix"
		"DOTA_Tooltip_ability_item_lljcjn_fjlx1_Description"	"Quality: <font color=\"#fff\">Elementary</font>\nSkill Type: Passive\nWhen attacked, hero has a chance to perform a helix counter attack, dealing Strength-based physical damage to all nearby enemies."
		"DOTA_Tooltip_ability_item_lljcjn_fjlx2"	"<font color=\"#5cb85c\">Counter Helix</font>"
		"DOTA_Tooltip_ability_item_lljcjn_fjlx2_Description"	"Quality: <font color=\"#5cb85c\">Senior</font>\nSkill type: Passive\nWhen attacked, hero has a chance to perform a helix counter attack, dealing Strength-based physical damage to all nearby enemies."
		"DOTA_Tooltip_ability_item_lljcjn_fjlx3"	"<font color=\"#337ab7\">Counter Helix</font>"
		"DOTA_Tooltip_ability_item_lljcjn_fjlx3_Description"	"Quality: <font color=\"#337ab7\">Master</font>\nSkill type: Passive\nWhen attacked, hero has a chance to perform a helix counter attack, dealing Strength-based physical damage to all nearby enemies."
		"DOTA_Tooltip_ability_item_lljcjn_fjlx4"	"<font color=\"#9400D3\">Counter Helix</font>"
		"DOTA_Tooltip_ability_item_lljcjn_fjlx4_Description"	"Quality: <font color=\"#9400D3\">Earth</font>\nSkill type: Passive\nWhen attacked, hero has a chance to perform a helix counter attack, dealing Strength-based physical damage to all nearby enemies."
		"DOTA_Tooltip_ability_item_lljcjn_fjlx5"	"<font color=\"#fe6d15\">Counter Helix</font>"
		"DOTA_Tooltip_ability_item_lljcjn_fjlx5_Description"	"Quality: <font color=\"#fe6d15\">Heaven</font>\nSkill type: Passive\nWhen attacked, hero has a chance to perform a helix counter attack, dealing Strength-based physical damage to all nearby enemies."
		"DOTA_Tooltip_ability_item_lljcjn_fjlx6"	"<font color=\"#ffbc09\">Counter Helix</font>"
		"DOTA_Tooltip_ability_item_lljcjn_fjlx6_Description"	"Quality: <font color=\"#ffbc09\">God</font>\nSkill type: Passive\nWhen attacked, hero has a chance to perform a helix counter attack, dealing Strength-based physical damage to all nearby enemies."
		"DOTA_Tooltip_ability_item_lljcjn_hpq1"	"Sky Fist"
		"DOTA_Tooltip_ability_item_lljcjn_hpq1_Description"	"Quality: Elementary<br>Skill Type: Passive<br>When attacking, there is a chance to deal Strength-based physical damage to the target enemy."
		"DOTA_Tooltip_ability_item_lljcjn_ldj1"	"Earth Breaker"
		"DOTA_Tooltip_ability_item_lljcjn_ldj1_Description"	"Quality: Elementary<br>Type: Passive<br>After each attack hits, there is a chance that %max% rock spikes burst from the earth along a straight path, dealing Strength-based physical damage to enemies on a line."
		"DOTA_Tooltip_ability_item_lljcjn_ltyj1"	"Thunder Clap"
		"DOTA_Tooltip_ability_item_lljcjn_ltyj1_Description"	"Quality: <font color=\"#fff\">Elementary</font>\nSkill type: Active\nSlams the ground, dealing Strength-based physical damage and slowing the movement and attack speed of nearby enemy units."
		"DOTA_Tooltip_ability_item_lljcjn_ltyj2"	"<font color=\"#5cb85c\">Thunder Clap</font>"
		"DOTA_Tooltip_ability_item_lljcjn_ltyj2_Description"	"Quality: <font color=\"#5cb85c\">Senior</font>\nSkill type: Active\nSlams the ground, dealing Strength-based physical damage and slowing the movement and attack speed of nearby enemy units.<br>"
		"DOTA_Tooltip_ability_item_lljcjn_ltyj3"	"<font color=\"#337ab7\">Thunder Clap</font>"
		"DOTA_Tooltip_ability_item_lljcjn_ltyj3_Description"	"Quality: <font color=\"#337ab7\">Master</font>\nSkill type: Active\nSlams the ground, dealing Strength-based physical damage and slowing the movement and attack speed of nearby enemy units.<br>"
		"DOTA_Tooltip_ability_item_lljcjn_ltyj4"	"<font color=\"#9400D3\">Thunder Clap</font>"
		"DOTA_Tooltip_ability_item_lljcjn_ltyj4_Description"	"Quality: <font color=\"#9400D3\">Earth</font>\nSkill type: Active\nSlams the ground, dealing Strength-based physical damage and slowing the movement and attack speed of nearby enemy units.<br>"
		"DOTA_Tooltip_ability_item_lljcjn_ltyj5"	"<font color=\"#fe6d15\">Thunder Clap</font>"
		"DOTA_Tooltip_ability_item_lljcjn_ltyj5_Description"	"Quality: <font color=\"#fe6d15\">Heaven</font>\nSkill type: Active\nSlams the ground, dealing Strength-based physical damage and slowing the movement and attack speed of nearby enemy units.<br>"
		"DOTA_Tooltip_ability_item_lljcjn_ltyj6"	"<font color=\"#ffbc09\">Thunder Clap</font>"
		"DOTA_Tooltip_ability_item_lljcjn_ltyj6_Description"	"Quality: <font color=\"#ffbc09\">God</font>\nSkill type: Active\nSlams the ground, dealing Strength-based physical damage and slowing the movement and attack speed of nearby enemy units.<br>"
		"DOTA_Tooltip_ability_item_lljcjn_lzfs1"	"Power Smash"
		"DOTA_Tooltip_ability_item_lljcjn_lzfs1_Description"	"Quality: <font color=\"#fff\">Elementary</font>\nSkill Type: Passive\nWhen attacking, there is a chance to deal Strength-based physical damage to enemies within the area of effect."
		"DOTA_Tooltip_ability_item_lljcjn_lzfs2"	"<font color=\"#5cb85c\">Power Smash</font>"
		"DOTA_Tooltip_ability_item_lljcjn_lzfs2_Description"	"Quality: <font color=\"#5cb85c\">Senior</font>\nSkill type: Passive\nWhen attacking, there is a chance to deal Strength-based physical damage to enemies within the area of effect."
		"DOTA_Tooltip_ability_item_lljcjn_lzfs3"	"<font color=\"#337ab7\">Power Smash</font>"
		"DOTA_Tooltip_ability_item_lljcjn_lzfs3_Description"	"Quality: <font color=\"#337ab7\">Master</font>\nSkill type: Passive\nWhen attacking, there is a chance to deal Strength-based physical damage to enemies within the area of effect."
		"DOTA_Tooltip_ability_item_lljcjn_lzfs4"	"<font color=\"#9400D3\">Power Smash</font>"
		"DOTA_Tooltip_ability_item_lljcjn_lzfs4_Description"	"Quality: <font color=\"#9400D3\">Earth</font>\nSkill type: Passive\nWhen attacking, there is a chance to deal Strength-based physical damage to enemies within the area of effect."
		"DOTA_Tooltip_ability_item_lljcjn_lzfs5"	"<font color=\"#fe6d15\">Power Smash</font>"
		"DOTA_Tooltip_ability_item_lljcjn_lzfs5_Description"	"Quality: <font color=\"#fe6d15\">Heaven</font>\nSkill type: Passive\nWhen attacking, there is a chance to deal Strength-based physical damage to enemies within the area of effect."
		"DOTA_Tooltip_ability_item_lljcjn_lzfs6"	"<font color=\"#ffbc09\">Power Smash</font>"
		"DOTA_Tooltip_ability_item_lljcjn_lzfs6_Description"	"Quality: <font color=\"#ffbc09\">God</font>\nSkill type: Passive\nWhen attacking, there is a chance to deal Strength-based physical damage to enemies within the area of effect."
		"DOTA_Tooltip_ability_item_lljcjn_sd1"	"Waterjet"
		"DOTA_Tooltip_ability_item_lljcjn_sd1_Description"	"Quality: <font color=\"#fff\">Elementary</font>\nSkill Type: Passive\nHarness the power of tide to grant increased damage and cleaves a large area of effect in front of the hero for a single strike."
		"DOTA_Tooltip_ability_item_lljcjn_sxpw1"	"Acid Spray"
		"DOTA_Tooltip_ability_item_lljcjn_sxpw1_Description"	"Quality: <font color=\"#fff\">Elementary</font>\nSkill Type: Active\nSprays high-pressure acid across a target area. Enemy units who step across the contaminated terrain take Strength-based physical damage per second and have their armor by %armor_reduction%."
		"DOTA_Tooltip_ability_item_lljcjn_tgec1"	"Heavenly Grace"
		"DOTA_Tooltip_ability_item_lljcjn_tgec1_Description"	"Quality: <font color=\"#fff\">Elementary</font>\nSkill Type: Active\nCreates a divine barrier around an ally which grants them increased Health regeneration based on Strength."
		"DOTA_Tooltip_ability_item_lljcjn_xfff1"	"Whirlwind Throwing Axe"
		"DOTA_Tooltip_ability_item_lljcjn_xfff1_Description"	"Quality: White goods<br> teleport to the designated target, increase their attack speed by %add% and attack with physical damage related to agility for %duration% seconds,"
		"DOTA_Tooltip_ability_item_lljcjn_ymcz1"	"Savage Clash"
		"DOTA_Tooltip_ability_item_lljcjn_ymcz1_Description"	"Quality: <font color=\"#fff\">White Item</font>\nSkill Type: Active\nSprint forward to crush enemies in the path. The crushed unit will be affected Physical damage related to strength."
		"DOTA_Tooltip_ability_item_lljcjn_zdb1"	"Shockwave"
		"DOTA_Tooltip_ability_item_lljcjn_zdb1_Description"	"Quality: <font color=\"#fff\">Elementary</font>\nSkill type: Active\nSends out %max% wave of force, dealing Strength-based physical damage to enemy units in a line."
		"DOTA_Tooltip_ability_item_lljcjn_zdb2"	"<font color=\"#5cb85c\">Shockwave</font>"
		"DOTA_Tooltip_ability_item_lljcjn_zdb2_Description"	"Quality: <font color=\"#5cb85c\">Senior</font>\nSkill type: Active\nSends out %max% wave of force, dealing Strength-based physical damage to enemy units in a line."
		"DOTA_Tooltip_ability_item_lljcjn_zdb3"	"<font color=\"#337ab7\">Shockwave</font>"
		"DOTA_Tooltip_ability_item_lljcjn_zdb3_Description"	"Quality: <font color=\"#337ab7\">Master</font>\nSkill Type: Active\nSends out %max% wave of force, dealing Strength-based physical damage to enemy units in a line."
		"DOTA_Tooltip_ability_item_lljcjn_zdb4"	"<font color=\"#9400D3\">Shockwave</font>"
		"DOTA_Tooltip_ability_item_lljcjn_zdb4_Description"	"Quality: <font color=\"#9400D3\">Earth</font>\nSkill type: Active\nSends out %max% wave of force, dealing Strength-based physical damage to enemy units in a line."
		"DOTA_Tooltip_ability_item_lljcjn_zdb5"	"<font color=\"#fe6d15\">Shockwave</font>"
		"DOTA_Tooltip_ability_item_lljcjn_zdb5_Description"	"Quality: <font color=\"#fe6d15\">Heaven</font>\nSkill type: Active\nSends out %max% wave of force, dealing Strength-based physical damage to enemy units in a line."
		"DOTA_Tooltip_ability_item_lljcjn_zdb6"	"<font color=\"#ffbc09\">Shockwave</font>"
		"DOTA_Tooltip_ability_item_lljcjn_zdb6_Description"	"Quality: <font color=\"#ffbc09\">God</font>\nSkill Type: Active\nSends out %max% wave of force, dealing Strength-based physical damage to enemy units in a line."
		"DOTA_Tooltip_ability_item_lljcjn_zzjt1"	"War Stomp"
		"DOTA_Tooltip_ability_item_lljcjn_zzjt1_Description"	"Quality: <font color=\"#fff\">Elementary</font>\nSkill type: Active\nSlams the ground, stunning and deals Strength-based physical damage to nearby enemy units."
		"DOTA_Tooltip_ability_item_lljcjn_zzjt2"	"<font color=\"#5cb85c\">War Stomp</font>"
		"DOTA_Tooltip_ability_item_lljcjn_zzjt2_Description"	"Quality: <font color=\"#5cb85c\">Senior</font>\nSkill type: Active\nSlams the ground, stunning and deals Strength-based physical damage to nearby enemy units."
		"DOTA_Tooltip_ability_item_lljcjn_zzjt3"	"<font color=\"#337ab7\">War Stomp</font>"
		"DOTA_Tooltip_ability_item_lljcjn_zzjt3_Description"	"Quality: <font color=\"#337ab7\">Master</font>\nSkill type: Active\nSlams the ground, stunning and deals Strength-based physical damage to nearby enemy units."
		"DOTA_Tooltip_ability_item_mj_random_1"	"Skill Upgrading"
		"DOTA_Tooltip_ability_item_mj_random_1_Description"	"After purchase, randomly increase the random attribute of a skill\nEach purchase needs to consume <font color=\"#fff\">&nbsp;100&nbsp;</font> kill points"
		"DOTA_Tooltip_ability_item_mj_random_1_Lore"	"If the hero has no skills, no kill points will be consumed"
		"DOTA_Tooltip_ability_item_mj_random_2"	"Skill Tips"
		"DOTA_Tooltip_ability_item_mj_random_2_Description"	"Random attribute of a skill is increased randomly after use"
		"DOTA_Tooltip_ability_item_mj_random_2_Lore"	"The detailed enhancement effect can be viewed in the skill enhancement panel"
		"DOTA_Tooltip_ability_item_mj_xfff"	"Secret Scroll-Heavenly Gift"
		"DOTA_Tooltip_ability_item_mj_xfff_Description"	"1. Increase base damage.\n<font color=\"#5cb85c\">2. Increase damage coefficient.</font>\n<font color=\"#5cb85c\">3. Increase damage Range.</font>\n<font color=\"#5cb85c\">4. Increase the flying distance.</font>\n<font color=\"#337ab7\">5. Increase the maximum number of projectiles .</font>\n<font color=\"#337ab7\">6. Multiple triggers.</font>\n<font color=\"#d9534f\">7. Trigger additional damage.</font> \n\n"
		"DOTA_Tooltip_ability_item_mj_zljcjn_jxgh"	"Secret Scroll-Heart Ending Aura"
		"DOTA_Tooltip_ability_item_mj_zljcjn_jxgh_Description"	"1. Increase base damage.\n<font color=\"#5cb85c\">2. Increase damage coefficient.</font>\n<font color=\"#5cb85c\">3. Increase damage Range.</font>\n<font color=\"#5cb85c\">4. Increase the flying distance.</font>\n<font color=\"#337ab7\">5. Increase the maximum number of projectiles .</font>\n<font color=\"#337ab7\">6. Multiple triggers.</font>\n<font color=\"#d9534f\">7. Trigger additional damage.</font> \n\n"
		"DOTA_Tooltip_ability_item_mjjcjn_aytx1"	"Shadow Assault"
		"DOTA_Tooltip_ability_item_mjjcjn_aytx1_Description"	"Quality: <font color=\"#fff\">White goods</font>\nSkill type: Active\nLaunch an attack on the enemy, causing physical damage related to agility. If the enemy unit dies, Then refresh the CD"
		"DOTA_Tooltip_ability_item_mjjcjn_blgj1"	"Burst Attack"
		"DOTA_Tooltip_ability_item_mjjcjn_blgj1_Description"	"Quality: <font color=\"#fff\">Elementary</font>\nSkill Type: Passive\nWhen attacking, there is a chance to deal Agility-based physical damage to enemies within the area of effect."
		"DOTA_Tooltip_ability_item_mjjcjn_blgj2"	"<font color=\"#5cb85c\">Burst Attack</font>"
		"DOTA_Tooltip_ability_item_mjjcjn_blgj2_Description"	"Quality: <font color=\"#5cb85c\">Senior</font>\nSkill type: Passive\nWhen attacking, there is a certain probability to cause agility-related physical damage to enemies within the target range."
		"DOTA_Tooltip_ability_item_mjjcjn_blgj3"	"<font color=\"#337ab7\">Burst Attack</font>"
		"DOTA_Tooltip_ability_item_mjjcjn_blgj3_Description"	"Quality: <font color=\"#337ab7\">Master</font>\nSkill type: Passive\nWhen attacking, there is a chance to deal Agility-based physical damage to enemies within the area of effect."
		"DOTA_Tooltip_ability_item_mjjcjn_blgj4"	"<font color=\"#9400D3\">Burst Attack</font>"
		"DOTA_Tooltip_ability_item_mjjcjn_blgj4_Description"	"Quality: <font color=\"#9400D3\">Earth</font>\nSkill type: Passive\nWhen attacking, there is a chance to deal Agility-based physical damage to enemies within the area of effect."
		"DOTA_Tooltip_ability_item_mjjcjn_blgj5"	"<font color=\"#fe6d15\">Burst Attack</font>"
		"DOTA_Tooltip_ability_item_mjjcjn_blgj5_Description"	"Quality: <font color=\"#fe6d15\">Heaven</font>\nSkill type: Passive\nWhen attacking, there is a chance to deal Agility-based physical damage to enemies within the area of effect."
		"DOTA_Tooltip_ability_item_mjjcjn_blgj6"	"<font color=\"#ffbc09\">Burst Attack</font>"
		"DOTA_Tooltip_ability_item_mjjcjn_blgj6_Description"	"Quality: <font color=\"#ffbc09\">God</font>\nSkill type: Passive\nWhen attacking, there is a chance to deal Agility-based physical damage to enemies within the area of effect."
		"DOTA_Tooltip_ability_item_mjjcjn_cyj1"	"Clear Cloud Arrow"
		"DOTA_Tooltip_ability_item_mjjcjn_cyj1_Description"	"Quality: <font color=\"#fff\">White goods</font>\nSkill type: Active\nShoot 5 powerful arrows, cut through the sky, and cause agility to enemies in the way Physical damage"
