"lang"
{
	"Language"	"tchinese"
	"Tokens"
	{
		"BOSS_1"	"亡靈騎士"
		"DOTA_Tooltip_ability_boss_two_kill_passive_lua"	"鮮血渴望"
		"DOTA_Tooltip_ability_boss_two_kill_passive_lua_Description"	"每擊殺一個英雄單位，永久提升%percent%%的攻擊力和%move_speed%%的移動速度"
		"DOTA_Tooltip_ability_boss_two_pureattack_lua"	"殺人技巧"
		"DOTA_Tooltip_ability_boss_two_pureattack_lua_Description"	"每過一段時間，下次攻擊將會造成純粹傷害"
		"DOTA_Tooltip_ability_boss_wood_bigend_lua"	"機械風暴"
		"DOTA_Tooltip_ability_boss_wood_bot_lunpan_lua"	"鋸齒飛輪"
		"DOTA_Tooltip_ability_boss_wood_bot_passive_lua"	"自爆機器"
		"DOTA_Tooltip_ability_boss_wood_charge_lua"	"死亡衝擊"
		"DOTA_Tooltip_ability_boss_wood_lower_attr_lua"	"死亡旋風"
		"DOTA_Tooltip_ability_boss_wood_passive_lua"	"活性裝甲"
		"DOTA_Tooltip_ability_buqunuhou"	"不屈怒吼"
		"DOTA_Tooltip_ability_buqunuhou_Description"	"當首領血量低於50%%的時候開啟，周圍1500碼的友方單位攻擊力提升200%，持續10S"
		"DOTA_Tooltip_ability_changbiyuan"	"長臂猿"
		"DOTA_Tooltip_ability_changbiyuan_Description"	"攻擊距離提升(200,250,300,350,400,500)碼，遠近都有效"
		"DOTA_Tooltip_ability_dadifusu"	"大地復蘇"
		"DOTA_Tooltip_ability_dadifusu_Description"	"每秒回復周圍3%的最大生命值（不作用自身）"
		"DOTA_Tooltip_ability_fenzhizhufu"	"風之祝福"
		"DOTA_Tooltip_ability_fenzhizhufu_Description"	"降低周圍1500碼敵人  （40,80,120,160,200,240）點攻擊速度，並提升友軍相應的攻擊速度"
		"DOTA_Tooltip_ability_fenzhizhufu_good"	"風之祝福"
		"DOTA_Tooltip_ability_fenzhizhufu_good_Description"	"低周圍1500碼敵人  （40,80,120,160,200,240）點攻擊速度，並提升友軍相應的攻擊速度"
		"DOTA_Tooltip_ability_firefly"	"縱火狂人"
		"DOTA_Tooltip_ability_guwu"	"鼓舞"
		"DOTA_Tooltip_ability_guwu_Description"	"增加周圍友軍 (30,60,90,120,150,180)%攻擊力， 作用範圍：2000碼"
		"DOTA_Tooltip_ability_item_boss_person_1"	"召喚(個人BOSSX1)"
		"DOTA_Tooltip_ability_item_boss_person_1_Description"	"召喚(個人BOSSX1)"
		"DOTA_Tooltip_ability_item_boss_person_1_plus"	"額外技能個數"
		"DOTA_Tooltip_ability_item_boss_person_1_talent"	"天賦技能個數"
		"DOTA_Tooltip_ability_item_boss_person_3"	"召喚(個人BOSSX3)"
		"DOTA_Tooltip_ability_item_boss_person_3_Description"	"召喚(個人BOSSX3)"
		"DOTA_Tooltip_ability_item_boss_person_3_plus"	"額外技能個數"
		"DOTA_Tooltip_ability_item_boss_person_3_talent"	"天賦技能個數"
		"DOTA_Tooltip_ability_item_boss_person_5"	"召喚(個人BOSSX5)"
		"DOTA_Tooltip_ability_item_boss_person_5_Description"	"召喚(個人BOSSX5)"
		"DOTA_Tooltip_ability_item_boss_person_5_plus"	"額外技能個數"
		"DOTA_Tooltip_ability_item_boss_person_5_talent"	"天賦技能個數"
		"DOTA_Tooltip_ability_item_boss_person_10"	"召喚(個人BOSSX10)"
		"DOTA_Tooltip_ability_item_boss_person_10_Description"	"召喚(個人BOSSX10)"
		"DOTA_Tooltip_ability_item_boss_person_10_plus"	"額外技能個數"
		"DOTA_Tooltip_ability_item_boss_person_10_talent"	"天賦技能個數"
		"DOTA_Tooltip_ability_item_boss_person_20"	"召喚(個人BOSSX20)"
		"DOTA_Tooltip_ability_item_boss_person_20_Description"	"召喚(個人BOSSX20)"
		"DOTA_Tooltip_ability_item_boss_person_20_plus"	"額外技能個數"
		"DOTA_Tooltip_ability_item_boss_person_20_talent"	"天賦技能個數"
		"DOTA_Tooltip_ability_item_boss_person_50"	"召喚(個人BOSSX50)"
		"DOTA_Tooltip_ability_item_boss_person_50_Description"	"召喚(個人BOSSX50)"
		"DOTA_Tooltip_ability_item_boss_person_50_plus"	"額外技能個數"
		"DOTA_Tooltip_ability_item_boss_person_50_talent"	"天賦技能個數"
		"DOTA_Tooltip_ability_item_boss_person_100"	"召喚(個人BOSSX100)"
		"DOTA_Tooltip_ability_item_boss_person_100_Description"	"召喚(個人BOSSX100)"
		"DOTA_Tooltip_ability_item_boss_person_100_plus"	"額外技能個數"
		"DOTA_Tooltip_ability_item_boss_person_100_talent"	"天賦技能個數"
		"DOTA_Tooltip_ability_item_buy_bw_1"	"購買寶物"
		"DOTA_Tooltip_ability_item_buy_bw_1_Description"	"花費BOSS點數購買一個寶物，需要的BOSS點數隨購買次數而增加"
		"DOTA_Tooltip_ability_item_buy_bw_1_Lore"	"<font color=\"#5bc0de\">最多只可購買5次</font>"
		"DOTA_Tooltip_ability_item_bw_1"	"寶物"
		"DOTA_Tooltip_ability_item_bw_1_Description"	"<h1>寶箱</h1>打開後，可以從其中選取一個寶物<br><br><font color=\"#5cb85c\">40級以上有概率開出2級寶物</font><br><font color=\"#337ab7\">80級以上有概率開出3級寶物</font><br><font color=\"			#DA70D6\">120級以上有概率開出4級寶物</font><br><font color=\"			#FFA500\">160級以上有概率開出5級寶物</font>"
		"DOTA_Tooltip_ability_item_jcjn_ltyj_zl"	"智力+"
		"DOTA_Tooltip_ability_item_lljcjn_czss1"	"刺針掃射"
		"DOTA_Tooltip_ability_item_lljcjn_czss1_Description"	"品質：<font color=\"#fff\">白品</font>\n技能類型：主動\n將尖刺噴射向敵人，對附近的敵人造成跟力量相關的物理傷害。"
		"DOTA_Tooltip_ability_item_lljcjn_fjlx1"	"反擊螺旋"
		"DOTA_Tooltip_ability_item_lljcjn_fjlx1_Description"	"品質：<font color=\"#fff\">白品</font>\n技能類型：被動\n受攻擊時，英雄有一定概率做出螺旋反擊，對附近所有敵方單位造成跟力量相關的物理傷害。"
		"DOTA_Tooltip_ability_item_lljcjn_fjlx2"	"<font color=\"#5cb85c\">反擊螺旋</font>"
		"DOTA_Tooltip_ability_item_lljcjn_fjlx2_Description"	"品質：<font color=\"#5cb85c\">黃級</font>\n技能類型：被動\n受攻擊時，英雄有一定概率做出螺旋反擊，對附近所有敵方單位造成跟力量相關的物理傷害。"
		"DOTA_Tooltip_ability_item_lljcjn_fjlx3"	"<font color=\"#337ab7\">反擊螺旋</font>"
		"DOTA_Tooltip_ability_item_lljcjn_fjlx3_Description"	"品質：<font color=\"#337ab7\">玄級</font>\n技能類型：被動\n受攻擊時，英雄有一定概率做出螺旋反擊，對附近所有敵方單位造成跟力量相關的物理傷害。"
		"DOTA_Tooltip_ability_item_lljcjn_fjlx4"	"<font color=\"#9400D3\">反擊螺旋</font>"
		"DOTA_Tooltip_ability_item_lljcjn_fjlx4_Description"	"品質：<font color=\"#9400D3\">地級</font>\n技能類型：被動\n受攻擊時，英雄有一定概率做出螺旋反擊，對附近所有敵方單位造成跟力量相關的物理傷害。"
		"DOTA_Tooltip_ability_item_lljcjn_fjlx5"	"<font color=\"#fe6d15\">反擊螺旋</font>"
		"DOTA_Tooltip_ability_item_lljcjn_fjlx5_Description"	"品質：<font color=\"#fe6d15\">天級</font>\n技能類型：被動\n受攻擊時，英雄有一定概率做出螺旋反擊，對附近所有敵方單位造成跟力量相關的物理傷害。"
		"DOTA_Tooltip_ability_item_lljcjn_fjlx6"	"<font color=\"#ffbc09\">反擊螺旋</font>"
		"DOTA_Tooltip_ability_item_lljcjn_fjlx6_Description"	"品質：<font color=\"#ffbc09\">仙級</font>\n技能類型：被動\n受攻擊時，英雄有一定概率做出螺旋反擊，對附近所有敵方單位造成跟力量相關的物理傷害。"
		"DOTA_Tooltip_ability_item_lljcjn_hpq1"	"沖天拳"
		"DOTA_Tooltip_ability_item_lljcjn_hpq1_Description"	"品質：白品<br>技能類型：被動<br>攻擊時有一定概率對目標敵人造成跟力量相關的物理傷害"
		"DOTA_Tooltip_ability_item_lljcjn_ldj1"	"裂地擊"
		"DOTA_Tooltip_ability_item_lljcjn_ldj1_Description"	"品質：白品<br>類型：被動<br>每次攻擊命中之後都有一定概率觸發%max%道岩石尖刺，對一條線上的敵人造成跟力量相關的物理傷害"
		"DOTA_Tooltip_ability_item_lljcjn_ltyj1"	"雷霆一擊"
		"DOTA_Tooltip_ability_item_lljcjn_ltyj1_Description"	"品質：<font color=\"#fff\">白品</font>\n技能類型：主動\n猛擊地面，造成跟<font color=\"#f35858\">力量</font>相關的物理傷害並降低附近敵方單位的移動速度和攻擊速度。"
		"DOTA_Tooltip_ability_item_lljcjn_ltyj2"	"<font color=\"#5cb85c\">雷霆一擊</font>"
		"DOTA_Tooltip_ability_item_lljcjn_ltyj2_Description"	"品質：<font color=\"#5cb85c\">黃級</font>\n技能類型：主動\n猛擊地面，造成跟力量相關的物理傷害並降低附近敵方單位的移動速度和攻擊速度。<br>"
		"DOTA_Tooltip_ability_item_lljcjn_ltyj3"	"<font color=\"#337ab7\">雷霆一擊</font>"
		"DOTA_Tooltip_ability_item_lljcjn_ltyj3_Description"	"品質：<font color=\"#337ab7\">玄級</font>\n技能類型：主動\n猛擊地面，造成跟力量相關的物理傷害並降低附近敵方單位的移動速度和攻擊速度。<br>"
		"DOTA_Tooltip_ability_item_lljcjn_ltyj4"	"<font color=\"#9400D3\">雷霆一擊</font>"
		"DOTA_Tooltip_ability_item_lljcjn_ltyj4_Description"	"品質：<font color=\"#9400D3\">地級</font>\n技能類型：主動\n猛擊地面，造成跟力量相關的物理傷害並降低附近敵方單位的移動速度和攻擊速度。<br>"
		"DOTA_Tooltip_ability_item_lljcjn_ltyj5"	"<font color=\"#fe6d15\">雷霆一擊</font>"
		"DOTA_Tooltip_ability_item_lljcjn_ltyj5_Description"	"品質：<font color=\"#fe6d15\">天級</font>\n技能類型：主動\n猛擊地面，造成跟力量相關的物理傷害並降低附近敵方單位的移動速度和攻擊速度。<br>"
		"DOTA_Tooltip_ability_item_lljcjn_ltyj6"	"<font color=\"#ffbc09\">雷霆一擊</font>"
		"DOTA_Tooltip_ability_item_lljcjn_ltyj6_Description"	"品質：<font color=\"#ffbc09\">仙級</font>\n技能類型：主動\n猛擊地面，造成跟力量相關的物理傷害並降低附近敵方單位的移動速度和攻擊速度。<br>"
		"DOTA_Tooltip_ability_item_lljcjn_lzfs1"	"力之粉碎"
		"DOTA_Tooltip_ability_item_lljcjn_lzfs1_Description"	"品質：<font color=\"#fff\">白品</font>\n技能類型：被動\n攻擊時有一定概率對目標範圍內的敵人造成跟力量相關的物理傷害"
		"DOTA_Tooltip_ability_item_lljcjn_lzfs2"	"<font color=\"#5cb85c\">力之粉碎</font>"
		"DOTA_Tooltip_ability_item_lljcjn_lzfs2_Description"	"品質：<font color=\"#5cb85c\">黃級</font>\n技能類型：被動\n攻擊時有一定概率對目標範圍內的敵人造成跟力量相關的物理傷害"
		"DOTA_Tooltip_ability_item_lljcjn_lzfs3"	"<font color=\"#337ab7\">力之粉碎</font>"
		"DOTA_Tooltip_ability_item_lljcjn_lzfs3_Description"	"品質：<font color=\"#337ab7\">玄級</font>\n技能類型：被動\n攻擊時有一定概率對目標範圍內的敵人造成跟力量相關的物理傷害"
		"DOTA_Tooltip_ability_item_lljcjn_lzfs4"	"<font color=\"#9400D3\">力之粉碎</font>"
		"DOTA_Tooltip_ability_item_lljcjn_lzfs4_Description"	"品質：<font color=\"#9400D3\">地級</font>\n技能類型：被動\n攻擊時有一定概率對目標範圍內的敵人造成跟力量相關的物理傷害"
		"DOTA_Tooltip_ability_item_lljcjn_lzfs5"	"<font color=\"#fe6d15\">力之粉碎</font>"
		"DOTA_Tooltip_ability_item_lljcjn_lzfs5_Description"	"品質：<font color=\"#fe6d15\">天級</font>\n技能類型：被動\n攻擊時有一定概率對目標範圍內的敵人造成跟力量相關的物理傷害"
		"DOTA_Tooltip_ability_item_lljcjn_lzfs6"	"<font color=\"#ffbc09\">力之粉碎</font>"
		"DOTA_Tooltip_ability_item_lljcjn_lzfs6_Description"	"品質：<font color=\"#ffbc09\">仙級</font>\n技能類型：被動\n攻擊時有一定概率對目標範圍內的敵人造成跟力量相關的物理傷害"
		"DOTA_Tooltip_ability_item_lljcjn_sd1"	"水刀"
		"DOTA_Tooltip_ability_item_lljcjn_sd1_Description"	"品質：<font color=\"#fff\">白品</font>\n技能類型：被動\n習得潮汐之力使他的下一次攻擊附加額外的攻擊力並在前方造成大範圍的分裂攻擊傷害"
		"DOTA_Tooltip_ability_item_lljcjn_sxpw1"	"酸性噴霧"
		"DOTA_Tooltip_ability_item_lljcjn_sxpw1_Description"	"品質：<font color=\"#fff\">白品</font>\n技能類型：主動\n向目的地區域噴灑高壓酸霧。穿過受污染地帶的敵人每秒會受到跟力量相關的物理傷害，同時護甲被削弱%armor_reduction%點。"
		"DOTA_Tooltip_ability_item_lljcjn_tgec1"	"天國恩賜"
		"DOTA_Tooltip_ability_item_lljcjn_tgec1_Description"	"品質：<font color=\"#fff\">白品</font>\n技能類型：主動\n創造出一個神聖屏障環繞友軍，每秒治療目標跟力量相關的生命值"
		"DOTA_Tooltip_ability_item_lljcjn_xfff1"	"旋風飛斧"
		"DOTA_Tooltip_ability_item_lljcjn_xfff1_Description"	"品質：白品<br>瞬移到指定目標身邊，增加自身%add%點攻擊速度且攻擊附帶跟敏捷相關的物理傷害，持續%duration%秒，"
		"DOTA_Tooltip_ability_item_lljcjn_ymcz1"	"野蠻衝撞"
		"DOTA_Tooltip_ability_item_lljcjn_ymcz1_Description"	"品質：<font color=\"#fff\">白品</font>\n技能類型：主動\n向前衝刺，碾壓路徑上的敵人。被碾壓的單位將會受到跟力量相關的物理傷害。"
		"DOTA_Tooltip_ability_item_lljcjn_zdb1"	"震盪波"
		"DOTA_Tooltip_ability_item_lljcjn_zdb1_Description"	"品質：<font color=\"#fff\">白品</font>\n技能類型：主動\n放出%max%道能量波，對一條直線上的敵方單位造成跟力量相關的物理傷害"
		"DOTA_Tooltip_ability_item_lljcjn_zdb2"	"<font color=\"#5cb85c\">震盪波</font>"
		"DOTA_Tooltip_ability_item_lljcjn_zdb2_Description"	"品質：<font color=\"#5cb85c\">黃級</font>\n技能類型：主動\n放出%max%道能量波，對一條直線上的敵方單位造成跟力量相關的物理傷害"
		"DOTA_Tooltip_ability_item_lljcjn_zdb3"	"<font color=\"#337ab7\">震盪波</font>"
		"DOTA_Tooltip_ability_item_lljcjn_zdb3_Description"	"品質：<font color=\"#337ab7\">玄級</font>\n技能類型：主動\n放出%max%道能量波，對一條直線上的敵方單位造成跟力量相關的物理傷害"
		"DOTA_Tooltip_ability_item_lljcjn_zdb4"	"<font color=\"#9400D3\">震盪波</font>"
		"DOTA_Tooltip_ability_item_lljcjn_zdb4_Description"	"品質：<font color=\"#9400D3\">地級</font>\n技能類型：主動\n放出%max%道能量波，對一條直線上的敵方單位造成跟力量相關的物理傷害"
		"DOTA_Tooltip_ability_item_lljcjn_zdb5"	"<font color=\"#fe6d15\">震盪波</font>"
		"DOTA_Tooltip_ability_item_lljcjn_zdb5_Description"	"品質：<font color=\"#fe6d15\">天級</font>\n技能類型：主動\n放出%max%道能量波，對一條直線上的敵方單位造成跟力量相關的物理傷害"
		"DOTA_Tooltip_ability_item_lljcjn_zdb6"	"<font color=\"#ffbc09\">震盪波</font>"
		"DOTA_Tooltip_ability_item_lljcjn_zdb6_Description"	"品質：<font color=\"#ffbc09\">仙級</font>\n技能類型：主動\n放出%max%道能量波，對一條直線上的敵方單位造成跟力量相關的物理傷害"
		"DOTA_Tooltip_ability_item_lljcjn_zzjt1"	"戰爭踐踏"
		"DOTA_Tooltip_ability_item_lljcjn_zzjt1_Description"	"品質：<font color=\"#fff\">白品</font>\n\n技能類型：主動\n猛踏地面，眩暈身邊的敵方單位並造成跟力量相關的物理傷害。"
		"DOTA_Tooltip_ability_item_lljcjn_zzjt2"	"<font color=\"#5cb85c\">戰爭踐踏</font>"
		"DOTA_Tooltip_ability_item_lljcjn_zzjt2_Description"	"品質：<font color=\"#5cb85c\">黃級</font>\n技能類型：主動\n猛踏地面，眩暈身邊的敵方單位並造成跟力量相關的物理傷害。"
		"DOTA_Tooltip_ability_item_lljcjn_zzjt3"	"<font color=\"#337ab7\">戰爭踐踏</font>"
		"DOTA_Tooltip_ability_item_lljcjn_zzjt3_Description"	"品質：<font color=\"#337ab7\">玄級</font>\n技能類型：主動\n猛踏地面，眩暈身邊的敵方單位並造成跟力量相關的物理傷害。"
		"DOTA_Tooltip_ability_item_mj_random_1"	"技能提升"
		"DOTA_Tooltip_ability_item_mj_random_1_Description"	"購買後，隨機提升一個技能的隨機屬性\n每次購買需要消耗<font color=\"#fff\">&nbsp;100&nbsp;</font>殺敵積分"
		"DOTA_Tooltip_ability_item_mj_random_1_Lore"	"如果英雄沒有技能則不消耗殺敵積分"
		"DOTA_Tooltip_ability_item_mj_random_2"	"技能秘笈"
		"DOTA_Tooltip_ability_item_mj_random_2_Description"	"使用後隨機提升一個技能的隨機屬性"
		"DOTA_Tooltip_ability_item_mj_random_2_Lore"	"可在技能強化面板中查看詳細的強化效果"
		"DOTA_Tooltip_ability_item_mj_xfff"	"秘卷--天國恩賜"
		"DOTA_Tooltip_ability_item_mj_xfff_Description"	"1.增加基礎傷害。\n<font color=\"#5cb85c\">2.增加傷害係數。</font>\n<font color=\"#5cb85c\">3.增加傷害範圍。</font>\n<font color=\"#5cb85c\">4.增加飛行距離。</font>\n<font color=\"#337ab7\">5.增加投射物的最大數量。</font>\n<font color=\"#337ab7\">6.多重觸發。</font>\n<font color=\"#d9534f\">7.觸發附加傷害。</font>\n\n"
		"DOTA_Tooltip_ability_item_mj_zljcjn_jxgh"	"秘卷--竭心光環"
		"DOTA_Tooltip_ability_item_mj_zljcjn_jxgh_Description"	"1.增加基礎傷害。\n<font color=\"#5cb85c\">2.增加傷害係數。</font>\n<font color=\"#5cb85c\">3.增加傷害範圍。</font>\n<font color=\"#5cb85c\">4.增加飛行距離。</font>\n<font color=\"#337ab7\">5.增加投射物的最大數量。</font>\n<font color=\"#337ab7\">6.多重觸發。</font>\n<font color=\"#d9534f\">7.觸發附加傷害。</font>\n\n"
		"DOTA_Tooltip_ability_item_mjjcjn_aytx1"	"暗影突襲"
		"DOTA_Tooltip_ability_item_mjjcjn_aytx1_Description"	"品質：<font color=\"#fff\">白品</font>\n技能類型：主動\n向敵人發動突襲，造成跟敏捷相關的物理傷害，如果敵方單位死亡，則刷新CD"
		"DOTA_Tooltip_ability_item_mjjcjn_blgj1"	"爆裂攻擊"
		"DOTA_Tooltip_ability_item_mjjcjn_blgj1_Description"	"品質：<font color=\"#fff\">白品</font>\n技能類型：被動\n攻擊時有一定概率對目標範圍內的敵人造成跟敏捷相關的物理傷害"
		"DOTA_Tooltip_ability_item_mjjcjn_blgj2"	"<font color=\"#5cb85c\">爆裂攻擊</font>"
		"DOTA_Tooltip_ability_item_mjjcjn_blgj2_Description"	"品質：<font color=\"#5cb85c\">黃級</font>\n技能類型：被動\n攻擊時有一定概率對目標範圍內的敵人造成跟敏捷相關的物理傷害"
		"DOTA_Tooltip_ability_item_mjjcjn_blgj3"	"<font color=\"#337ab7\">爆裂攻擊</font>"
		"DOTA_Tooltip_ability_item_mjjcjn_blgj3_Description"	"品質：<font color=\"#337ab7\">玄級</font>\n技能類型：被動\n攻擊時有一定概率對目標範圍內的敵人造成跟敏捷相關的物理傷害"
		"DOTA_Tooltip_ability_item_mjjcjn_blgj4"	"<font color=\"#9400D3\">爆裂攻擊</font>"
		"DOTA_Tooltip_ability_item_mjjcjn_blgj4_Description"	"品質：<font color=\"#9400D3\">地級</font>\n技能類型：被動\n攻擊時有一定概率對目標範圍內的敵人造成跟敏捷相關的物理傷害"
		"DOTA_Tooltip_ability_item_mjjcjn_blgj5"	"<font color=\"#fe6d15\">爆裂攻擊</font>"
		"DOTA_Tooltip_ability_item_mjjcjn_blgj5_Description"	"品質：<font color=\"#fe6d15\">天級</font>\n技能類型：被動\n攻擊時有一定概率對目標範圍內的敵人造成跟敏捷相關的物理傷害"
		"DOTA_Tooltip_ability_item_mjjcjn_blgj6"	"<font color=\"#ffbc09\">爆裂攻擊</font>"
		"DOTA_Tooltip_ability_item_mjjcjn_blgj6_Description"	"品質：<font color=\"#ffbc09\">仙級</font>\n技能類型：被動\n攻擊時有一定概率對目標範圍內的敵人造成跟敏捷相關的物理傷害"
		"DOTA_Tooltip_ability_item_mjjcjn_cyj1"	"穿雲箭"
		"DOTA_Tooltip_ability_item_mjjcjn_cyj1_Description"	"品質：<font color=\"#fff\">白品</font>\n技能類型：主動\n射出5枚強力箭矢，劃破長空，對途徑的敵人造成跟敏捷相關的物理傷害"
		"DOTA_Tooltip_ability_item_mjjcjn_fx1"	"飛星"
		"DOTA_Tooltip_ability_item_mjjcjn_fx1_Description"	"品質：<font color=\"#fff\">白品</font>\n技能類型：被動\n每次攻擊命中之後都有一定概率觸發%max%道劍氣，對一條線上的敵人造成跟敏捷相關的物理傷害"
		"DOTA_Tooltip_ability_item_mjjcjn_fx2"	"<font color=\"#5cb85c\">飛星</font>"
		"DOTA_Tooltip_ability_item_mjjcjn_fx2_Description"	"品質：<font color=\"#5cb85c\">黃級</font>\n技能類型：被動\n每次攻擊命中之後都有一定概率觸發%max%道劍氣，對一條線上的敵人造成跟敏捷相關的物理傷害"
		"DOTA_Tooltip_ability_item_mjjcjn_fx3"	"<font color=\"#337ab7\">飛星</font>"
		"DOTA_Tooltip_ability_item_mjjcjn_fx3_Description"	"品質：<font color=\"#337ab7\">玄級</font>\n技能類型：被動\n每次攻擊命中之後都有一定概率觸發%max%道劍氣，對一條線上的敵人造成跟敏捷相關的物理傷害"
		"DOTA_Tooltip_ability_item_mjjcjn_fx4"	"<font color=\"#9400D3\">飛星</font>"
		"DOTA_Tooltip_ability_item_mjjcjn_fx4_Description"	"品質：<font color=\"#9400D3\">地級</font>\n技能類型：被動\n每次攻擊命中之後都有一定概率觸發%max%道劍氣，對一條線上的敵人造成跟敏捷相關的物理傷害"
		"DOTA_Tooltip_ability_item_mjjcjn_fx5"	"<font color=\"#fe6d15\">飛星</font>"
		"DOTA_Tooltip_ability_item_mjjcjn_fx5_Description"	"品質：<font color=\"#fe6d15\">天級</font>\n技能類型：被動\n每次攻擊命中之後都有一定概率觸發%max%道劍氣，對一條線上的敵人造成跟敏捷相關的物理傷害"
		"DOTA_Tooltip_ability_item_mjjcjn_fx6"	"<font color=\"#ffbc09\">飛星</font>"
		"DOTA_Tooltip_ability_item_mjjcjn_fx6_Description"	"品質：<font color=\"#ffbc09\">仙級</font>\n技能類型：被動\n每次攻擊命中之後都有一定概率觸發%max%道劍氣，對一條線上的敵人造成跟敏捷相關的物理傷害"
		"DOTA_Tooltip_ability_item_mjjcjn_hsjq1"	"寒霜劍氣"
		"DOTA_Tooltip_ability_item_mjjcjn_hsjq1_Description"	"品質：<font color=\"#fff\">白品</font>\n技能類型：主動\n釋放一道寒霜之力，對一條直線的敵人造成跟敏捷相關的物理傷害。"
		"DOTA_Tooltip_ability_item_mjjcjn_hygj1"	"幻影攻擊"
		"DOTA_Tooltip_ability_item_mjjcjn_hygj1_Description"	"品質：<font color=\"#fff\">白品</font>\n技能類型：主動\n選定周圍的敵人進行攻擊"
		"DOTA_Tooltip_ability_item_mjjcjn_hyqj1"	"混元七擊"
