"lang"
{
	"Language"	"SChinese"
	"Tokens"
	{
		"BOSS_1"	"亡灵骑士"
		"DOTA_Tooltip_ability_boss_two_pureattack_lua_Description"	"每过一段时间，下次攻击将会造成纯粹伤害"
		"DOTA_Tooltip_ability_boss_wood_bigend_lua"	"机械风暴"
		"DOTA_Tooltip_ability_boss_wood_bot_lunpan_lua"	"锯齿飞轮"
		"DOTA_Tooltip_ability_boss_wood_bot_passive_lua"	"自爆机器"
		"DOTA_Tooltip_ability_boss_wood_charge_lua"	"死亡冲击"
		"DOTA_Tooltip_ability_boss_wood_lower_attr_lua"	"死亡旋风"
		"DOTA_Tooltip_ability_boss_wood_passive_lua"	"活性装甲"
		"DOTA_Tooltip_ability_buqunuhou"	"不屈怒吼"
		"DOTA_Tooltip_ability_buqunuhou_Description"	"当首领血量低于50%%的时候开启，周围1500码的友方单位攻击力提升200%，持续10S"
		"DOTA_Tooltip_ability_changbiyuan"	"长臂猿"
		"DOTA_Tooltip_ability_changbiyuan_Description"	"攻击距离提升(200,250,300,350,400,500)码，远近都有效"
		"DOTA_Tooltip_ability_dadifusu"	"大地复苏"
		"DOTA_Tooltip_ability_dadifusu_Description"	"每秒回复周围3%的最大生命值（不作用自身）"
		"DOTA_Tooltip_ability_fenzhizhufu"	"风之祝福"
		"DOTA_Tooltip_ability_fenzhizhufu_Description"	"降低周围1500码敌人  （40,80,120,160,200,240）点攻击速度，并提升友军相应的攻击速度"
		"DOTA_Tooltip_ability_fenzhizhufu_good"	"风之祝福"
		"DOTA_Tooltip_ability_fenzhizhufu_good_Description"	"低周围1500码敌人  （40,80,120,160,200,240）点攻击速度，并提升友军相应的攻击速度"
		"DOTA_Tooltip_ability_firefly"	"纵火狂人"
		"DOTA_Tooltip_ability_guwu"	"鼓舞"
		"DOTA_Tooltip_ability_guwu_Description"	"增加周围友军 (30,60,90,120,150,180)%攻击力， 作用范围：2000码"
		"DOTA_Tooltip_ability_item_boss_person_1"	"召唤(个人BOSSX1)"
		"DOTA_Tooltip_ability_item_boss_person_1_Description"	"召唤(个人BOSSX1)"
		"DOTA_Tooltip_ability_item_boss_person_1_plus"	"额外技能个数"
		"DOTA_Tooltip_ability_item_boss_person_1_talent"	"天赋技能个数"
		"DOTA_Tooltip_ability_item_boss_person_3"	"召唤(个人BOSSX3)"
		"DOTA_Tooltip_ability_item_boss_person_3_Description"	"召唤(个人BOSSX3)"
		"DOTA_Tooltip_ability_item_boss_person_3_plus"	"额外技能个数"
		"DOTA_Tooltip_ability_item_boss_person_3_talent"	"天赋技能个数"
		"DOTA_Tooltip_ability_item_boss_person_5"	"召唤(个人BOSSX5)"
		"DOTA_Tooltip_ability_item_boss_person_5_Description"	"召唤(个人BOSSX5)"
		"DOTA_Tooltip_ability_item_boss_person_5_plus"	"额外技能个数"
		"DOTA_Tooltip_ability_item_boss_person_5_talent"	"天赋技能个数"
		"DOTA_Tooltip_ability_item_boss_person_10"	"召唤(个人BOSSX10)"
		"DOTA_Tooltip_ability_item_boss_person_10_Description"	"召唤(个人BOSSX10)"
		"DOTA_Tooltip_ability_item_boss_person_10_plus"	"额外技能个数"
		"DOTA_Tooltip_ability_item_boss_person_10_talent"	"天赋技能个数"
		"DOTA_Tooltip_ability_item_boss_person_20"	"召唤(个人BOSSX20)"
		"DOTA_Tooltip_ability_item_boss_person_20_Description"	"召唤(个人BOSSX20)"
		"DOTA_Tooltip_ability_item_boss_person_20_plus"	"额外技能个数"
		"DOTA_Tooltip_ability_item_boss_person_20_talent"	"天赋技能个数"
		"DOTA_Tooltip_ability_item_boss_person_50"	"召唤(个人BOSSX50)"
		"DOTA_Tooltip_ability_item_boss_person_50_Description"	"召唤(个人BOSSX50)"
		"DOTA_Tooltip_ability_item_boss_person_50_plus"	"额外技能个数"
		"DOTA_Tooltip_ability_item_boss_person_50_talent"	"天赋技能个数"
		"DOTA_Tooltip_ability_item_boss_person_100"	"召唤(个人BOSSX100)"
		"DOTA_Tooltip_ability_item_boss_person_100_Description"	"召唤(个人BOSSX100)"
		"DOTA_Tooltip_ability_item_boss_person_100_plus"	"额外技能个数"
		"DOTA_Tooltip_ability_item_boss_person_100_talent"	"天赋技能个数"
		"DOTA_Tooltip_ability_item_buy_bw_1"	"购买宝物"
		"DOTA_Tooltip_ability_item_buy_bw_1_Description"	"花费BOSS点数购买一个宝物，需要的BOSS点数随购买次数而增加"
		"DOTA_Tooltip_ability_item_buy_bw_1_Lore"	"<font color=\"#5bc0de\">最多只可购买5次</font>"
		"DOTA_Tooltip_ability_item_bw_1"	"宝物"
		"DOTA_Tooltip_ability_item_bw_1_Description"	"<h1>宝箱</h1>打开后，可以从其中选取一个宝物<br><br><font color=\"#5cb85c\">40级以上有概率开出2级宝物</font><br><font color=\"#337ab7\">80级以上有概率开出3级宝物</font><br><font color=\"			#DA70D6\">120级以上有概率开出4级宝物</font><br><font color=\"			#FFA500\">160级以上有概率开出5级宝物</font>"
		"DOTA_Tooltip_ability_item_jcjn_ltyj_zl"	"智力+"
		"DOTA_Tooltip_ability_item_lljcjn_czss1"	"刺针扫射"
		"DOTA_Tooltip_ability_item_lljcjn_czss1_Description"	"品质：<font color=\"#fff\">白品</font>\n技能类型：主动\n将尖刺喷射向敌人，对附近的敌人造成跟力量相关的物理伤害。"
		"DOTA_Tooltip_ability_item_lljcjn_fjlx1"	"反击螺旋"
		"DOTA_Tooltip_ability_item_lljcjn_fjlx1_Description"	"品质：<font color=\"#fff\">白品</font>\n技能类型：被动\n受攻击时，英雄有一定概率做出螺旋反击，对附近所有敌方单位造成跟力量相关的物理伤害。"
		"DOTA_Tooltip_ability_item_lljcjn_fjlx2"	"<font color=\"#5cb85c\">反击螺旋</font>"
		"DOTA_Tooltip_ability_item_lljcjn_fjlx2_Description"	"品质：<font color=\"#5cb85c\">黄级</font>\n技能类型：被动\n受攻击时，英雄有一定概率做出螺旋反击，对附近所有敌方单位造成跟力量相关的物理伤害。"
		"DOTA_Tooltip_ability_item_lljcjn_fjlx3"	"<font color=\"#337ab7\">反击螺旋</font>"
		"DOTA_Tooltip_ability_item_lljcjn_fjlx3_Description"	"品质：<font color=\"#337ab7\">玄级</font>\n技能类型：被动\n受攻击时，英雄有一定概率做出螺旋反击，对附近所有敌方单位造成跟力量相关的物理伤害。"
		"DOTA_Tooltip_ability_item_lljcjn_fjlx4"	"<font color=\"#9400D3\">反击螺旋</font>"
		"DOTA_Tooltip_ability_item_lljcjn_fjlx4_Description"	"品质：<font color=\"#9400D3\">地级</font>\n技能类型：被动\n受攻击时，英雄有一定概率做出螺旋反击，对附近所有敌方单位造成跟力量相关的物理伤害。"
		"DOTA_Tooltip_ability_item_lljcjn_fjlx5"	"<font color=\"#fe6d15\">反击螺旋</font>"
		"DOTA_Tooltip_ability_item_lljcjn_fjlx5_Description"	"品质：<font color=\"#fe6d15\">天级</font>\n技能类型：被动\n受攻击时，英雄有一定概率做出螺旋反击，对附近所有敌方单位造成跟力量相关的物理伤害。"
		"DOTA_Tooltip_ability_item_lljcjn_fjlx6"	"<font color=\"#ffbc09\">反击螺旋</font>"
		"DOTA_Tooltip_ability_item_lljcjn_fjlx6_Description"	"品质：<font color=\"#ffbc09\">仙级</font>\n技能类型：被动\n受攻击时，英雄有一定概率做出螺旋反击，对附近所有敌方单位造成跟力量相关的物理伤害。"
		"DOTA_Tooltip_ability_item_lljcjn_hpq1"	"冲天拳"
		"DOTA_Tooltip_ability_item_lljcjn_hpq1_Description"	"品质：白品<br>技能类型：被动<br>攻击时有一定概率对目标敌人造成跟力量相关的物理伤害"
		"DOTA_Tooltip_ability_item_lljcjn_ldj1"	"裂地击"
		"DOTA_Tooltip_ability_item_lljcjn_ldj1_Description"	"品质：白品<br>类型：被动<br>每次攻击命中之后都有一定概率触发%max%道岩石尖刺，对一条线上的敌人造成跟力量相关的物理伤害"
		"DOTA_Tooltip_ability_item_lljcjn_ltyj1"	"雷霆一击"
		"DOTA_Tooltip_ability_item_lljcjn_ltyj1_Description"	"品质：<font color=\"#fff\">白品</font>\n技能类型：主动\n猛击地面，造成跟<font color=\"#f35858\">力量</font>相关的物理伤害并降低附近敌方单位的移动速度和攻击速度。"
		"DOTA_Tooltip_ability_item_lljcjn_ltyj2"	"<font color=\"#5cb85c\">雷霆一击</font>"
		"DOTA_Tooltip_ability_item_lljcjn_ltyj2_Description"	"品质：<font color=\"#5cb85c\">黄级</font>\n技能类型：主动\n猛击地面，造成跟力量相关的物理伤害并降低附近敌方单位的移动速度和攻击速度。<br>"
		"DOTA_Tooltip_ability_item_lljcjn_ltyj3"	"<font color=\"#337ab7\">雷霆一击</font>"
		"DOTA_Tooltip_ability_item_lljcjn_ltyj3_Description"	"品质：<font color=\"#337ab7\">玄级</font>\n技能类型：主动\n猛击地面，造成跟力量相关的物理伤害并降低附近敌方单位的移动速度和攻击速度。<br>"
		"DOTA_Tooltip_ability_item_lljcjn_ltyj4"	"<font color=\"#9400D3\">雷霆一击</font>"
		"DOTA_Tooltip_ability_item_lljcjn_ltyj4_Description"	"品质：<font color=\"#9400D3\">地级</font>\n技能类型：主动\n猛击地面，造成跟力量相关的物理伤害并降低附近敌方单位的移动速度和攻击速度。<br>"
		"DOTA_Tooltip_ability_item_lljcjn_ltyj5"	"<font color=\"#fe6d15\">雷霆一击</font>"
		"DOTA_Tooltip_ability_item_lljcjn_ltyj5_Description"	"品质：<font color=\"#fe6d15\">天级</font>\n技能类型：主动\n猛击地面，造成跟力量相关的物理伤害并降低附近敌方单位的移动速度和攻击速度。<br>"
		"DOTA_Tooltip_ability_item_lljcjn_ltyj6"	"<font color=\"#ffbc09\">雷霆一击</font>"
		"DOTA_Tooltip_ability_item_lljcjn_ltyj6_Description"	"品质：<font color=\"#ffbc09\">仙级</font>\n技能类型：主动\n猛击地面，造成跟力量相关的物理伤害并降低附近敌方单位的移动速度和攻击速度。<br>"
		"DOTA_Tooltip_ability_item_lljcjn_lzfs1"	"力之粉碎"
		"DOTA_Tooltip_ability_item_lljcjn_lzfs1_Description"	"品质：<font color=\"#fff\">白品</font>\n技能类型：被动\n攻击时有一定概率对目标范围内的敌人造成跟力量相关的物理伤害"
		"DOTA_Tooltip_ability_item_lljcjn_lzfs2"	"<font color=\"#5cb85c\">力之粉碎</font>"
		"DOTA_Tooltip_ability_item_lljcjn_lzfs2_Description"	"品质：<font color=\"#5cb85c\">黄级</font>\n技能类型：被动\n攻击时有一定概率对目标范围内的敌人造成跟力量相关的物理伤害"
		"DOTA_Tooltip_ability_item_lljcjn_lzfs3"	"<font color=\"#337ab7\">力之粉碎</font>"
		"DOTA_Tooltip_ability_item_lljcjn_lzfs3_Description"	"品质：<font color=\"#337ab7\">玄级</font>\n技能类型：被动\n攻击时有一定概率对目标范围内的敌人造成跟力量相关的物理伤害"
		"DOTA_Tooltip_ability_item_lljcjn_lzfs4"	"<font color=\"#9400D3\">力之粉碎</font>"
		"DOTA_Tooltip_ability_item_lljcjn_lzfs4_Description"	"品质：<font color=\"#9400D3\">地级</font>\n技能类型：被动\n攻击时有一定概率对目标范围内的敌人造成跟力量相关的物理伤害"
		"DOTA_Tooltip_ability_item_lljcjn_lzfs5"	"<font color=\"#fe6d15\">力之粉碎</font>"
		"DOTA_Tooltip_ability_item_lljcjn_lzfs5_Description"	"品质：<font color=\"#fe6d15\">天级</font>\n技能类型：被动\n攻击时有一定概率对目标范围内的敌人造成跟力量相关的物理伤害"
		"DOTA_Tooltip_ability_item_lljcjn_lzfs6"	"<font color=\"#ffbc09\">力之粉碎</font>"
		"DOTA_Tooltip_ability_item_lljcjn_lzfs6_Description"	"品质：<font color=\"#ffbc09\">仙级</font>\n技能类型：被动\n攻击时有一定概率对目标范围内的敌人造成跟力量相关的物理伤害"
		"DOTA_Tooltip_ability_item_lljcjn_sd1"	"水刀"
		"DOTA_Tooltip_ability_item_lljcjn_sd1_Description"	"品质：<font color=\"#fff\">白品</font>\n技能类型：被动\n习得潮汐之力使他的下一次攻击附加额外的攻击力并在前方造成大范围的分裂攻击伤害"
		"DOTA_Tooltip_ability_item_lljcjn_sxpw1"	"酸性喷雾"
		"DOTA_Tooltip_ability_item_lljcjn_sxpw1_Description"	"品质：<font color=\"#fff\">白品</font>\n技能类型：主动\n向目标区域喷洒高压酸雾。穿过受污染地带的敌人每秒会受到跟力量相关的物理伤害，同时护甲被削弱%armor_reduction%点。"
		"DOTA_Tooltip_ability_item_lljcjn_tgec1"	"天国恩赐"
		"DOTA_Tooltip_ability_item_lljcjn_tgec1_Description"	"品质：<font color=\"#fff\">白品</font>\n技能类型：主动\n创造出一个神圣屏障环绕友军，每秒治疗目标跟力量相关的生命值"
		"DOTA_Tooltip_ability_item_lljcjn_xfff1"	"旋风飞斧"
		"DOTA_Tooltip_ability_item_lljcjn_xfff1_Description"	"品质：白品<br>瞬移到指定目标身边，增加自身%add%点攻击速度且攻击附带跟敏捷相关的物理伤害，持续%duration%秒，"
		"DOTA_Tooltip_ability_item_lljcjn_ymcz1"	"野蛮冲撞"
		"DOTA_Tooltip_ability_item_lljcjn_ymcz1_Description"	"品质：<font color=\"#fff\">白品</font>\n技能类型：主动\n向前冲刺，碾压路径上的敌人。被碾压的单位将会受到跟力量相关的物理伤害。"
		"DOTA_Tooltip_ability_item_lljcjn_zdb1"	"震荡波"
		"DOTA_Tooltip_ability_item_lljcjn_zdb1_Description"	"品质：<font color=\"#fff\">白品</font>\n技能类型：主动\n放出%max%道能量波，对一条直线上的敌方单位造成跟力量相关的物理伤害"
		"DOTA_Tooltip_ability_item_lljcjn_zdb2"	"<font color=\"#5cb85c\">震荡波</font>"
		"DOTA_Tooltip_ability_item_lljcjn_zdb2_Description"	"品质：<font color=\"#5cb85c\">黄级</font>\n技能类型：主动\n放出%max%道能量波，对一条直线上的敌方单位造成跟力量相关的物理伤害"
		"DOTA_Tooltip_ability_item_lljcjn_zdb3"	"<font color=\"#337ab7\">震荡波</font>"
		"DOTA_Tooltip_ability_item_lljcjn_zdb3_Description"	"品质：<font color=\"#337ab7\">玄级</font>\n技能类型：主动\n放出%max%道能量波，对一条直线上的敌方单位造成跟力量相关的物理伤害"
		"DOTA_Tooltip_ability_item_lljcjn_zdb4"	"<font color=\"#9400D3\">震荡波</font>"
		"DOTA_Tooltip_ability_item_lljcjn_zdb4_Description"	"品质：<font color=\"#9400D3\">地级</font>\n技能类型：主动\n放出%max%道能量波，对一条直线上的敌方单位造成跟力量相关的物理伤害"
		"DOTA_Tooltip_ability_item_lljcjn_zdb5"	"<font color=\"#fe6d15\">震荡波</font>"
		"DOTA_Tooltip_ability_item_lljcjn_zdb5_Description"	"品质：<font color=\"#fe6d15\">天级</font>\n技能类型：主动\n放出%max%道能量波，对一条直线上的敌方单位造成跟力量相关的物理伤害"
		"DOTA_Tooltip_ability_item_lljcjn_zdb6"	"<font color=\"#ffbc09\">震荡波</font>"
		"DOTA_Tooltip_ability_item_lljcjn_zdb6_Description"	"品质：<font color=\"#ffbc09\">仙级</font>\n技能类型：主动\n放出%max%道能量波，对一条直线上的敌方单位造成跟力量相关的物理伤害"
		"DOTA_Tooltip_ability_item_lljcjn_zzjt1"	"战争践踏"
		"DOTA_Tooltip_ability_item_lljcjn_zzjt1_Description"	"品质：<font color=\"#fff\">白品</font>\n\n技能类型：主动\n猛踏地面，眩晕身边的敌方单位并造成跟力量相关的物理伤害。"
		"DOTA_Tooltip_ability_item_lljcjn_zzjt2"	"<font color=\"#5cb85c\">战争践踏</font>"
		"DOTA_Tooltip_ability_item_lljcjn_zzjt2_Description"	"品质：<font color=\"#5cb85c\">黄级</font>\n技能类型：主动\n猛踏地面，眩晕身边的敌方单位并造成跟力量相关的物理伤害。"
		"DOTA_Tooltip_ability_item_lljcjn_zzjt3"	"<font color=\"#337ab7\">战争践踏</font>"
		"DOTA_Tooltip_ability_item_lljcjn_zzjt3_Description"	"品质：<font color=\"#337ab7\">玄级</font>\n技能类型：主动\n猛踏地面，眩晕身边的敌方单位并造成跟力量相关的物理伤害。"
		"DOTA_Tooltip_ability_item_mj_random_1"	"技能提升"
		"DOTA_Tooltip_ability_item_mj_random_1_Description"	"购买后，随机提升一个技能的随机属性\n每次购买需要消耗<font color=\"#fff\">&nbsp;100&nbsp;</font>杀敌积分"
		"DOTA_Tooltip_ability_item_mj_random_1_Lore"	"如果英雄没有技能则不消耗杀敌积分"
		"DOTA_Tooltip_ability_item_mj_random_2"	"技能秘笈"
		"DOTA_Tooltip_ability_item_mj_random_2_Description"	"使用后随机提升一个技能的随机属性"
		"DOTA_Tooltip_ability_item_mj_random_2_Lore"	"可在技能强化面板中查看详细的强化效果"
		"DOTA_Tooltip_ability_item_mj_xfff"	"秘卷--天国恩赐"
		"DOTA_Tooltip_ability_item_mj_xfff_Description"	"1.增加基础伤害。\n<font color=\"#5cb85c\">2.增加伤害系数。</font>\n<font color=\"#5cb85c\">3.增加伤害范围。</font>\n<font color=\"#5cb85c\">4.增加飞行距离。</font>\n<font color=\"#337ab7\">5.增加投射物的最大数量。</font>\n<font color=\"#337ab7\">6.多重触发。</font>\n<font color=\"#d9534f\">7.触发附加伤害。</font>\n\n"
		"DOTA_Tooltip_ability_item_mj_zljcjn_jxgh"	"秘卷--竭心光环"
		"DOTA_Tooltip_ability_item_mj_zljcjn_jxgh_Description"	"1.增加基础伤害。\n<font color=\"#5cb85c\">2.增加伤害系数。</font>\n<font color=\"#5cb85c\">3.增加伤害范围。</font>\n<font color=\"#5cb85c\">4.增加飞行距离。</font>\n<font color=\"#337ab7\">5.增加投射物的最大数量。</font>\n<font color=\"#337ab7\">6.多重触发。</font>\n<font color=\"#d9534f\">7.触发附加伤害。</font>\n\n"
		"DOTA_Tooltip_ability_item_mjjcjn_aytx1"	"暗影突袭"
		"DOTA_Tooltip_ability_item_mjjcjn_aytx1_Description"	"品质：<font color=\"#fff\">白品</font>\n技能类型：主动\n向敌人发动突袭，造成跟敏捷相关的物理伤害，如果敌方单位死亡，则刷新CD"
		"DOTA_Tooltip_ability_item_mjjcjn_blgj1"	"爆裂攻击"
		"DOTA_Tooltip_ability_item_mjjcjn_blgj1_Description"	"品质：<font color=\"#fff\">白品</font>\n技能类型：被动\n攻击时有一定概率对目标范围内的敌人造成跟敏捷相关的物理伤害"
		"DOTA_Tooltip_ability_item_mjjcjn_blgj2"	"<font color=\"#5cb85c\">爆裂攻击</font>"
		"DOTA_Tooltip_ability_item_mjjcjn_blgj2_Description"	"品质：<font color=\"#5cb85c\">黄级</font>\n技能类型：被动\n攻击时有一定概率对目标范围内的敌人造成跟敏捷相关的物理伤害"
		"DOTA_Tooltip_ability_item_mjjcjn_blgj3"	"<font color=\"#337ab7\">爆裂攻击</font>"
		"DOTA_Tooltip_ability_item_mjjcjn_blgj3_Description"	"品质：<font color=\"#337ab7\">玄级</font>\n技能类型：被动\n攻击时有一定概率对目标范围内的敌人造成跟敏捷相关的物理伤害"
		"DOTA_Tooltip_ability_item_mjjcjn_blgj4"	"<font color=\"#9400D3\">爆裂攻击</font>"
		"DOTA_Tooltip_ability_item_mjjcjn_blgj4_Description"	"品质：<font color=\"#9400D3\">地级</font>\n技能类型：被动\n攻击时有一定概率对目标范围内的敌人造成跟敏捷相关的物理伤害"
		"DOTA_Tooltip_ability_item_mjjcjn_blgj5"	"<font color=\"#fe6d15\">爆裂攻击</font>"
		"DOTA_Tooltip_ability_item_mjjcjn_blgj5_Description"	"品质：<font color=\"#fe6d15\">天级</font>\n技能类型：被动\n攻击时有一定概率对目标范围内的敌人造成跟敏捷相关的物理伤害"
		"DOTA_Tooltip_ability_item_mjjcjn_blgj6"	"<font color=\"#ffbc09\">爆裂攻击</font>"
		"DOTA_Tooltip_ability_item_mjjcjn_blgj6_Description"	"品质：<font color=\"#ffbc09\">仙级</font>\n技能类型：被动\n攻击时有一定概率对目标范围内的敌人造成跟敏捷相关的物理伤害"
		"DOTA_Tooltip_ability_item_mjjcjn_cyj1"	"穿云箭"
		"DOTA_Tooltip_ability_item_mjjcjn_cyj1_Description"	"品质：<font color=\"#fff\">白品</font>\n技能类型：主动\n射出5枚强力箭矢，划破长空，对途径的敌人造成跟敏捷相关的物理伤害"
		"DOTA_Tooltip_ability_item_mjjcjn_fx1"	"飞星"
		"DOTA_Tooltip_ability_item_mjjcjn_fx1_Description"	"品质：<font color=\"#fff\">白品</font>\n技能类型：被动\n每次攻击命中之后都有一定概率触发%max%道剑气，对一条线上的敌人造成跟敏捷相关的物理伤害"
		"DOTA_Tooltip_ability_item_mjjcjn_fx2"	"<font color=\"#5cb85c\">飞星</font>"
		"DOTA_Tooltip_ability_item_mjjcjn_fx2_Description"	"品质：<font color=\"#5cb85c\">黄级</font>\n技能类型：被动\n每次攻击命中之后都有一定概率触发%max%道剑气，对一条线上的敌人造成跟敏捷相关的物理伤害"
		"DOTA_Tooltip_ability_item_mjjcjn_fx3"	"<font color=\"#337ab7\">飞星</font>"
		"DOTA_Tooltip_ability_item_mjjcjn_fx3_Description"	"品质：<font color=\"#337ab7\">玄级</font>\n技能类型：被动\n每次攻击命中之后都有一定概率触发%max%道剑气，对一条线上的敌人造成跟敏捷相关的物理伤害"
		"DOTA_Tooltip_ability_item_mjjcjn_fx4"	"<font color=\"#9400D3\">飞星</font>"
		"DOTA_Tooltip_ability_item_mjjcjn_fx4_Description"	"品质：<font color=\"#9400D3\">地级</font>\n技能类型：被动\n每次攻击命中之后都有一定概率触发%max%道剑气，对一条线上的敌人造成跟敏捷相关的物理伤害"
		"DOTA_Tooltip_ability_item_mjjcjn_fx5"	"<font color=\"#fe6d15\">飞星</font>"
		"DOTA_Tooltip_ability_item_mjjcjn_fx5_Description"	"品质：<font color=\"#fe6d15\">天级</font>\n技能类型：被动\n每次攻击命中之后都有一定概率触发%max%道剑气，对一条线上的敌人造成跟敏捷相关的物理伤害"
		"DOTA_Tooltip_ability_item_mjjcjn_fx6"	"<font color=\"#ffbc09\">飞星</font>"
		"DOTA_Tooltip_ability_item_mjjcjn_fx6_Description"	"品质：<font color=\"#ffbc09\">仙级</font>\n技能类型：被动\n每次攻击命中之后都有一定概率触发%max%道剑气，对一条线上的敌人造成跟敏捷相关的物理伤害"
		"DOTA_Tooltip_ability_item_mjjcjn_hsjq1"	"寒霜剑气"
		"DOTA_Tooltip_ability_item_mjjcjn_hsjq1_Description"	"品质：<font color=\"#fff\">白品</font>\n技能类型：主动\n释放一道寒霜之力，对一条直线的敌人造成跟敏捷相关的物理伤害。"
		"DOTA_Tooltip_ability_item_mjjcjn_hygj1"	"幻影攻击"
		"DOTA_Tooltip_ability_item_mjjcjn_hygj1_Description"	"品质：<font color=\"#fff\">白品</font>\n技能类型：主动\n选定周围的敌人进行攻击"
		"DOTA_Tooltip_ability_item_mjjcjn_hyqj1"	"混元七击"
